according to,"根据, 按照；取决于；据…所说"
shrine,"n. 圣地, 神龛, 庙
vt. 将...置于神龛内"
shrink,"n. 收缩, 萎缩, 回避
vi. 收缩, 退缩, 萎缩, 缩小, 回避
vt. 使收缩, 使缩小"
shrub,"n. 矮树, 灌木, 果汁甜酒"
shrug,"n. 耸肩
v. 耸肩"
shudder,"n. 战栗, 发抖
vi. 战栗, 发抖"
shutter,"n. 百叶窗, 关闭物, 照相机快门, 关闭者
vt. 为...装百叶窗, 以百叶窗遮闭"
shuttle,"n. 穿梭, 梭子, 往返移动之物
v. (使)穿梭移动, 往返运送"
sickle,n. 镰刀
sideboard,n. 餐具柜
sidelight,"n. 侧线, 侧灯, 舷灯, 杂闻"
sideways,"adv. 向旁边, 向侧面地
a. 旁边的, 向侧面的"
siege,"n. 包围, 围攻, 再三的努力
vt. 包围, 围攻"
sieve,"n. 筛子, 滤网
vt. 筛, 滤"
sift,"vt. 筛, 过滤, 撒, 详查
vi. 筛, 被筛下, 精选"
sightseeing,"n. 观光, 游览
a. 观光的, 游览的"
signature,"n. 签字, 识别标志, 调号
"
significance,"n. 重要性, 意义, 意味
"
significant,"a. 重要的, 有效的, 有含义的, 暗示的, 值得注意的"
signpost,"n. 招牌柱, 广告柱, 路标"
silicon,"n. 硅
"
similarity,"n. 类似, 类似处
"
simile,"n. 明喻, 明喻说法"
simplicity,"n. 单纯, 简朴, 朴素, 坦率, 天真
"
simplify,"vt. 单一化, 简单化"
simultaneous,"a. 同时的, 同时发生的
"
simultaneously,"adv. 同时发生, 一齐, 同时, 同时存在"
sin,"n. 罪, 犯罪, 过失, 失礼
v. 犯"
sincerity,"n. 诚实, 真实, 诚心诚意"
sinful,"a. 有罪的, 罪孽深重的
"
singlehood,"[法] 独身, 未婚状态"
singular,"n. 单数
a. 异常的, 单一的"
sinister,"a. 不吉利的, 凶恶的, 左边的
"
sinner,"n. 罪人, 不知礼仪的人, 无赖
"
siren,"n. 女海妖, 妖女, 警报器, 汽笛, 迷人的美女
a. 诱惑的
vi. 响着警报器前进"
sitcom,abbr. 情景喜剧（situation comedy）
sixpence,"n. 六便士硬币, 六便士"
skateboard,n. 溜冰板
skeleton,"n. 骨骼, 骨瘦如柴的人, 梗概, 骨干, 残骸
a. 骨骼的, 概略的, 基层的, 骨干的
"
skeptical,"a. 怀疑论的, 怀疑的, 不可知论的
"
sketch,"n. 素描, 草图, 小品
v. 描绘略图, 画素描或速写"
skim,"vt. 撇取浮沫, 略读, 掠过
vi. 擦过, 浏览
n. 脱脂乳, 擦过, 表层物
a. 撇去浮沫的"
skip,"n. 跳跃, 跳读
vi. 跳越, 跳读, 跳绳, 遗漏, 跳级
vt. 跳过, 遗漏
"
skirmish,"n. 前哨战, 小争论, 小冲突
vi. 发生小争论, 侦察"
skull,"n. 头盖骨, 头脑, 好学生
"
skylight,n. 天窗
skyline,"n. 天涯, 地平线, 空中轮廓线"
skyrocket,"vi. 飞涨, 突升
n. 焰火"
skyscraper,"n. 摩天楼, 三角形天帆"
slack,"n. 松弛, 松懈, 淡季, 闲散, 家常裤
a. 松弛的, 不流畅的, 疏忽的, 无力的, 呆滞的, 软弱的, 漏水的
adv. 马虎地, 缓慢地
vt. 放松, 使缓慢
vi. 松懈, 减弱, 松弛"
slacken,"vt. 使松弛, 放松, 放慢
vi. 变松弛, 减弱, 松劲"
slacks,"n. 宽松的裤子, 便裤"
slam,"n. 砰然声, 猛然, 猛烈的抨击
vt. 猛然关上, 砰地关上, 猛烈抨击
vi. 砰地关上, 猛攻"
slander,"n. 中伤, 诽谤
vt. 中伤, 诽谤"
slang,"n. 俚语
v. 辱骂, 用俚语说"
slant,"n. 倾斜, 斜面, 观点, 偏见, 歪曲
a. 倾斜的
v. (使)倾斜"
slap,"n. 掴, 掌击, 侮辱, 拍击声
v. 拍击, 惩罚
adv. 正面地, 直接地, 突然地"
slate,"n. 板岩, 页岩, 提名名单, 人选, 记录, 石板
a. 石板色的
vt. 铺石板, 责骂, 痛打"
slaughter,"n. 残杀, 屠杀, 杀戮
vt. 残杀, 屠杀, 亏本出售"
slay,"v. 杀害, 残杀"
sledge,"n. 雪橇, 大锤
vt. 用雪橇搬运
vi. 坐雪橇"
sleet,"n. 雨夹雪
vi. 下雨夹雪"
sleeve,"n. 袖子, 套管
vt. 缝上袖子"
sleigh,"n. 雪撬
vt. 用雪撬搬运
vi. 乘雪撬"
slender,"a. 苗条的, 纤弱的, 微少的, 微薄的
"
slide,"n. 滑, 滑道, 山崩, 雪崩, 幻灯片
vt. 使滑动, 偷偷放入
vi. 滑动, 滑落, 不知不觉陷入, 偷偷地走"
sling,"n. 投石器, 抛掷, 吊索, 吊钩
vt. 用投石器投掷, 用吊钩吊上, 吊起"
slip,"n. 滑, 滑行, 事故, 溜, 差错, 滑台, 下降, 插条, 后裔, 板条, 瘦长的年轻人
vi. 滑动, 滑倒, 失足, 溜走, 滑落, 犯错, 变坏
vt. 使滑动, 滑过, 摆脱, 闪开, 塞入, 从...取接枝
a. 滑动的, 滑移的, 活络的, 有活结的
"
slipper,"n. 拖鞋, 制轮器
vt. 用拖鞋打"
slippery,"a. 滑的, 光滑的, 靠不住的, 圆滑的, 不稳固的
"
slogan,"n. 呐喊声, 标语, 口号"
slot,"n. 水沟, 细长孔, 硬币投币口, 缝, 狭槽, 狭通道, 位置, 一档(广播节目等)
vt. 开槽于, 把...纳入机构
"
sluggish,"a. 偷懒的, 懒惰的, 迟钝的
"
slum,"n. 贫民窟
vi. 访问贫民区"
slumber,"n. 睡眠, 麻木状态
vi. 微睡, 静止, 麻木
vt. 睡着度过(时间)"
sly,"a. 狡猾的, 诡密的, 俏皮的, 偷偷摸摸的"
smack,"n. 风味, 滋味, 少量, 拍击声, 咂嘴声, 小渔船, 海洛因
vi. 有味道, 咂嘴, 发出拍击声
vt. 拍, 打, 掴, 咂, 出声地吻
adv. 啪地一声, 猛然"
smash,"n. 打碎, 粉碎, 打碎时哗啦声, 猛击, 扣球, 杀球, 经营失败, 破产, 硬币, 假硬币
a. 非常轰动的, 了不起的
vt. 打碎, 粉碎, 击溃, 使破产, 使裂变, 使用假硬币
vi. 碎裂, 猛撞, 破产, 扣球, 杀球
adv. 轰隆一声, 哗啦一声"
smear,"vt. 涂, 擦上, 玷污, 把...擦模糊
vi. 被弄脏
n. 污点, 污迹, 污蔑"
smokestack,"n. 烟囱
"
smudge,"n. 污点, 脏污, 熏烟
vt. 弄脏, 使模糊, 用浓烟熏
vi. 被弄脏"
smuggle,"vt. 偷运, 走私, 私运
vi. 走私"
snack,"n. 小吃, 点心, 快餐
vi. 吃零食, 吃快餐"
snap,"vt. 使突然中断, 猛咬, 争夺, 拉断, 使有啪啪声, 厉声说, 突然射击, 用快照拍摄
vi. 咬, 扑, 抓, 折断, 劈啪地响, 厉声说, 砰然关上
n. 猛咬, 猛扑, 劈啪声, 申斥, 快照, 活力, 一般时期的寒冷天气, 揿钮
a. 突然的, 装搭扣的
adv. 猛地
"
snapshot,"n. 快照, 抽点打印
"
snatch,"n. 抢夺, 攫取, 片断
vt. 夺取, 攫取
vi. 想抢走, 攫取"
sneakily,adv. 偷偷摸摸地
sneer,"n. 冷笑, 嘲笑
vi. 嘲笑, 冷笑
vt. 嘲笑着说, 嘲笑得使"
sneeze,"n. 喷嚏
vi. 打喷嚏"
snicker,"n. 窃笑
vi. 窃笑
vt. 窃笑着说"
sniff,"n. 以鼻吸气, 嗅, 气息
vi. 嗅, 蔑视, 嗤之以鼻
vt. 闻, 用力吸, 发觉"
snob,"n. 势利的人, 假内行"
snobbery,"n. 谄上欺下, 势利"
snobbish,"a. 自命不凡的, 势利的"
snooker,"n. 彩色台球
vt. 阻挠"
snore,"n. 鼾声, 打鼾
vi. 打鼾
vt. 打鼾度过"
snug,"a. 舒适的, 温暖的, 整洁的, 紧身的, 隐藏的
vt. 使整洁干净, 使紧身, 隐藏"
soapy,"a. 涂着肥皂的, 谄媚的, 圆滑的"
sob,"vi. 啜泣, 呜咽
vt. 哭诉, 哭得使
n. 啜泣, 呜咽"
sober,"a. 未醉的, 稳重的, 节制的, 严肃的, 不夸大的, 合理的, 朴素的
vt. 使醒酒, 使严肃
vi. 从醉里醒来, 变严肃"
sociological,"a. 社会的, 社会学的"
sociologist,"n. 社会学家
"
socket,"n. 窝, 穴, 插座, 眼窝
vt. 插进插座
"
sodium,"n. 钠
"
solar,"a. 太阳的, 日光的, 源自太阳的
"
soldierly,"a. 军人的, 像军人的, 适于军人的"
solely,"adv. 仅仅, 单独地"
solemn,"a. 严肃的, 郑重的, 庄严的"
solicit,"v. 请求, 乞求, 招揽, 征求"
solicitor,"n. (英)律师, 初级律师, (美)法务官, (美)掮客, 游说者, (美)募捐者
"
solidarity,"n. 团结, 团结一致, 共同一致
"
solo,"n. 独奏, 独唱, 单独表演
a. 单独的, 独奏的, 独唱的
vi. 放单飞"
soloist,"n. 独奏者, 独唱者"
soluble,"a. 溶解的, 可溶解的, 可以解决的
"
sonnet,n. 十四行诗
soot,"n. 煤烟, 炭黑色
vt. 熏以煤烟"
soothe,"vt. 缓和, 使安静, 安慰, 奉承
vi. 起安慰作用"
sophisticate,"n. 久经世故的人, 精于...之道的人
vt. 篡改, 曲解, 使变得世故, 掺合, 弄复杂
vi. 诡辩"
sophomore,"n. (大学)二年级生
a. 二年级学生的, 二年级的"
sorghum,"n. 高粱, 芦黍糖浆, 甜得发腻的东西
"
SOS,"n. 紧急求救信号
vi. 发出遇难信号
n. (Sos)人名；(罗)绍什；(西、俄、印尼)索斯；(柬)索"
southerly,"a. 向南的, 来自南方的
n. 南风
adv. 向南, 从南面"
souvenir,n. 纪念品
sovereign,"n. 元首, 独立国
a. 具有主权的, 至高无上的, 国王的, 完全的"
sovereignty,"n. 主权, 独立国
"
Soviet,"n. 代表会议, 苏维埃, 苏联
a. 苏维埃的, 苏联的"
spa,"n. 矿泉, 温泉浴场, 矿泉治疗地
"
spacecraft,n. 航天飞船
space shuttle,航天飞机
spade,"n. 铲子, 锄, 铲刀, 黑桃
vt. 以锄掘, 把...弄实抹平
vi. 铲"
span,"n. 指距, 全长, 跨距, 一段时间, 小范围
vt. 以手指测量, 跨越, 架设, 持续"
Spaniard,n. 西班牙人
spanner,"n. 扳手
"
spark,"n. 火花, 火星, 闪光, 无线电报务员, 瞬间放电, 活力, 朝气, 花花公子, 情郎
vi. 闪光, 发火花, 求婚
vt. 发动, 鼓舞, 使有朝气, 求婚"
sparkle,"n. 闪耀, 火花, 活力, 发泡
vi. 闪耀, 冒火花
vt. 使闪耀"
sparrow,n. 麻雀
sparse,"a. 稀疏的, 稀稀落落的, 稀薄的"
spawn,"n. (鱼)卵, 产物
vt. 产卵, 酿成, 大量生产
vi. 产卵, 大量生产"
spear,"n. 矛, 枪, 持矛者, 嫩枝
vt. 用矛刺
vi. 刺, 戳
a. 父系的"
spearhead,"n. 矛尖, 先锋队, 先头部队
vt. 做先锋, 带头"
specialize,"vt. 使特殊化, 列举, 特别指明, 限定...的范围
vi. 成为专家, 专攻"
specialise,"vt. 特加指明, 列举, 使专门化, 限定...的范围
vt.vi. (使)特化, (使)专化
vi. 成为专家, 专务, 专攻, 专门研究, 逐条详述"
species,"n. 种, 类, 外形
"
specify,"vt. 详列, 指定, 说明
"
specimen,"n. 样品, 标本, 试料
"
speck,"n. 斑点, 有斑点的东西, 污点, 缺点, 微粒, 肥肉
vt. 使有斑点"
spectacle,"n. 引人羡慕的东西, 景象, 眼镜, 场面, 公开展示"
speculate,"vi. 深思, 推测, 投机
"
speculative,"a. 思索性的, 投机的, 推测的
"
speculatively,"adv. 思考地, 思索地; 投机地"
speculator,"n. 投机者, 投机商人, 思索者
"
speedometer,"n. 速度计, 里程计
"
speedway,"n. 汽车(或摩托车)竞赛场, 高速公路"
sperm,"n. 精液, 精虫, 鲸油, 抹香鲸
"
sphere,"n. 球, 球面, 球体, 天体, 地球仪, 范围
vt. 包围, 使成球体, 放入球内"
spice,"n. 香料, 药料, 香气, 调味品, 情趣, 少许
vt. 加香料, 使添趣味"
spiced,a. 调过味的；含香料的；五香的
spicy,"a. 香的, 多香料的, 辛辣的, 下流的"
spider,"n. 蜘蛛, 设圈套者
"
spike,"n. 长钉, 鞋钉, 钉状物, 尖峰状物, 穗
vt. 以大钉钉牢, 用尖物刺穿, 阻止, 弃置不用
"
spill,"n. 溢出, 溅出, 摔下, 溢出量, 木片, 小塞子
vt. 使溢出, 使散落, 洒, 使流出, 倒出, 使摔下
vi. 溢出, 涌流, 摔下"
spin,"n. 旋转, 自旋, 疾驰, 情绪低落
vt. 纺织, 纺, 使旋转, 编造
vi. 纺纱, 吐丝, 作茧, 结网, 旋转, 自旋, 疾驰"
spinach,"n. 菠菜, 货币, 胡说八道"
spine,"n. 背骨, 脊柱, 尖刺
"
spinster,"n. 未婚女人, 老处女"
spiral,"n. 螺旋形之物, 螺线
a. 螺旋形的, 盘旋的
vi. 螺旋形下降, 螺旋形上升, 螺旋形行进
vt. 使螺旋形行进"
spit,"n. 唾液, 唾吐, 小雨, 炙叉, 一铲的深度
vt. 唾吐, 吐出, 降小雨, 用炙叉穿过
vi. 吐唾沫, 吐痰, 唾弃, 飘霏霏细雨"
spiteful,"a. 怀恨的, 怀有恶意的, 恶意的"
splash,"n. 飞溅, 污点, 一点儿, 溅泼声, 色斑
vi. 溅湿, 溅开, 飞溅
vt. 溅, 泼, 使溅起水, 洒, 使成斑驳状"
splendid,"a. 光亮的, 了不起的, 灿烂的, 壮丽的, 显著的, 杰出的"
splendor,"n. 光辉, 壮丽, 显赫"
splendour,"n. 光辉, 壮丽, 显赫"
splinter,"n. 碎片, 尖片, 分裂出来的小派别, 微小的东西
v. 使分裂, (使)破裂"
split,"n. 劈开, 裂片, 裂缝, 分裂, 派系, 派别, 柳条
a. 劈开的
vi. 分离, 分开, 裂开, 被劈开
vt. 劈开, 切开, 使分裂, 使分离
"
spoil,"n. 战利品, 赃物, 奖品, 变质, 次品
vt. 损坏, 破坏, 溺爱
vi. 腐坏, 掠夺"
sponge,"n. 海绵, 海绵状的东西
vt. 用海绵擦拭, 吸收掉, 抹掉
vi. 采集海绵, 海绵般吸收"
spoonful,"n. 一匙
"
sportsmanship,n. 运动员精神
spotless,"a. 无脏污的, 无缺点的, 无可挑剔的"
spotlight,"n. 照明灯, 反光灯, 聚光灯"
spouse,n. 配偶
sprain,"vt. 挫伤, 扭筋, 错筋
n. 扭伤, 扭筋"
spray,"n. 水沫, 浪花, 水花, 喷雾, 喷雾器, 小树枝
vt. 喷雾, 扫射, 喷射
vi. 喷, 溅开"
springboard,"n. 跳板, 出发点"
springlock,n. 弹簧锁
sprinkle,"vt. 洒, 散置, 撒, 点缀
vi. 洒, 撒, 下小雨
n. 洒, 撒, 散置, 小雨, 少量"
sprout,"n. 芽, 萌芽
vt. 使发芽, 摘去芽
vi. 长芽, 抽条"
spruce,"n. 云杉
a. 颇为干净的, 俏的, 整洁的
v. (使)显干净, 打扮整齐"
spur,"n. 马刺, 刺激物, 鼓舞
vt. 刺激, 激励, 用马刺策(马)前进
vi. 用马刺驱马, 疾驰"
squad,"n. 班, 小队, 小集团
vt. 编成班"
squadron,"n. 骑兵营, 分遣队, 小舰队"
squander,"vt. 浪费, 使分散
vi. 浪费, 漂泊, 四散"
squarely,"adv. 干脆地, 正好, 直角地"
squat,"n. 蹲, 窝
a. 蹲着的, 矮胖的
vi. 蹲下, 蹲坐, 蹲伏
vt. 使蹲下, 擅自占有"
squeeze,"n. 紧握, 挤, 榨, 榨取, 佣金
vt. 紧握, 挤, 榨取
vi. 压榨, 榨"
squirrel,"n. 松鼠, 松鼠毛皮
vt. 贮藏"
stab,"n. 刺, 戳, 剧痛, 尝试, 努力
vt. 刺, 戳, 刺入, 刺痛, 直入, 使伤心
vi. 刺, 刺伤"
stability,"n. 安定, 稳定性, 坚实, 巩固
"
stabilize,"vt. 使安定, 使稳固
vi. 稳定, 安定"
stabilise,"vt.vi. (使)稳定, (使)安定, (使)坚固
vt. 装稳定器"
stable,"n. 马房, 牛棚
a. 稳定的, 安定的, 坚固的, 坚定的
vt. 赶入马房
vi. 被关在马厩"
stack,"n. 堆叠, 堆, 大量, 书库, 枪架, 烟囱, 堆积, 存贮栈
vt. 堆积, 堆满, 暗中对...做手脚
vi. 堆起
"
staff,"n. 全体人员, 工作班子, 棍棒, 杆, 拐杖, 支柱, 权杖
a. 职员的, 雇员的, 参谋的
vt. 为...配备人员"
stagger,"n. 蹒跚, 踌躇
vi. 蹒跚, 犹豫
vt. 使摇摆, 使踌躇, 交错, 错开
a. 交错的, 错开的"
stagnant,"a. 不流动的, 停滞的, 不景气的, 萧条的, 污浊的, 迟钝的
"
stagnation,"n. 淤塞, 停滞
"
stain,"n. 污染, 污点, 着色剂
vt. 沾染, 染污, 着色
vi. 变脏"
stainless,"a. 无瑕疵的, 不锈的
"
stake,"n. 桩, 炮烙刑, 木柱, 赌注, 奖金
vt. 打桩, 用桩撑, 下赌注, 资助
vi. 打赌"
stale,"n. 尿
a. 不新鲜的, 陈腐的, 疲惫的, 陈旧的
vt. 使变旧, 走味
vi. 变陈旧, 走味, 失时效, 撒尿"
stalk,"n. 茎, 追踪, 高视阔步
vi. 悄悄靠近, 蹑手蹑脚地走近, 蔓延, 高视阔步
vt. 追踪, 搜索"
stammer,"v. 口吃, 结结巴巴地说
n. 口吃, 结巴"
standardize,"vt. 使标准化, 使合于标准, 用标准检验
"
standardise,"vt. 使与标准比较, 用标准校验, 使符合标准, 使统一, 使标准化"
staple,"n. 主要产物, 常用品, 主要要素, 原料, 订书钉, 钩环
a. 主要的, 重要的
vt. 分级, 钉住"
stapler,"n. 主要物产商, 把羊毛分级的人, 订书机
"
starch,"n. 淀粉, 浆糊, 刻板
vt. 浆硬"
stare,"vi. 注视, 凝视, 瞪视, 显眼
vt. 盯
n. 凝视"
starry,"a. 星光照耀的, 多星的, 星形的, 明亮的"
starter,"n. 开端者, 在起跑线上的人, 参加赛跑的人, 调度员, 起动机, 酵母
"
starvation,"n. 饥饿, 饿死
"
stateroom,"n. 政府公寓, 特等舱"
stationary,"a. 不动的, 静止的, 不变的, 固定的, 停留的
"
stationery,"n. 文具, 信纸
"
station-wagon,"旅行汽车,小型客车,客货两用车"
statistical,"a. 统计的, 统计上的, 统计学的
"
statistician,"n. 统计员, 统计学家
"
statistics,"n. 统计学, 统计资料
"
statue,"vt. 以雕像装饰
n. 雕像"
statute,"n. 法令, 成文法律, 法规, 章程, 条例
"
statutory,"a. 法令的, 法定的, 可依法惩处的
"
staunch,"vt. 止住, 止血
a. 坚固的, 坚强的, 忠实的, 忠诚的, 不透水的"
steadfast,"a. 坚定的, 踏实的, 固定的, 不变的"
steady,"a. 稳定的, 不动摇的, 沉着的, 稳固的, 坚定的, 经常的
vt. 使稳定, 使坚定
vi. 变为沉着, 稳固"
steak,"n. 牛排, 鱼排, 肉排"
stealthy,"a. 秘密的, 掩人耳目的, 鬼鬼祟祟的
"
steep,"n. 浸渍, 悬崖
a. 险峻的, 陡峭的, 急剧升降的, 夸大的
v. 浸, 泡"
steeple,"n. 尖顶, (教堂的)尖塔, 锥形体"
steer,"vt. 引导, 驾驶, 航行, 控制
vi. 驾驶, 掌舵, 行驶
n. 驾驶指示, 劝告"
steering wheel,"[机] 轮船舵轮, 驾驶盘"
stench,"n. 恶臭, 臭气
v. (使)发恶臭"
stereo,"n. 铅版, 立体照片
a. 立体的, 立体感觉的"
sterile,"a. 不毛的, 不孕的, 无菌的, 贫瘠的, 无效的, 枯燥的
"
sterility,"n. 不毛, 不孕, 内容贫乏
"
sterling,"n. 英国货币, 标准纯银
a. 英国货币的, 标准纯银的, 含标准成分的"
stern,"n. 尾部, 船尾, 臀
a. 严厉的, 严格的, 坚定的, 坚决的"
stew,"n. 炖, 烦恼, 热浴, 妓院, 鱼塘
vi. 炖, 焖, 忧虑
vt. 炖, 焖, 使焦虑"
steward,"n. 管理人, 招待员, 管家, 乘务员
"
stewardess,"n. 空中小姐, 女管理人, 女管家"
sticky,"a. 粘的, 有粘性的, 顽固的"
stiffen,"vt. 使变硬, 使僵硬, 使顽强, 使严厉
vi. 变粘, 变硬, 变强烈"
stifle,"vt. 使窒息, 抑止, 扼杀
vi. 窒息, 被扼杀"
stigma,"n. 耻辱, 污名, 烙印
"
stimulation,"n. 刺激, 激励, 鼓舞
"
stimulus,"n. 刺激, 激励, 刺激品
"
sting,"n. 叮, 刺痛, 刺激, 讽刺
vt. 叮, 刺痛, 刺激, 使苦恼
vi. 叮, 刺痛"
stink,"n. 臭味, 臭气
vi. 发臭味, 名声臭
vt. 用臭味赶"
stir,"n. 骚动, 轰动, 搅动, 监狱
vt. 移动, 摇动, 激起, 惹起, 搅拌
vi. 走动, 传播, 搅拌"
stitch,"n. 一针, 疼痛, 针法, 碎布条, 针脚
v. 缝, 缝合, 装订"
stockbroker,n. 股票经纪人
stockholder,"n. 股东
"
stoneware,"n. 瓷器
"
stony,"a. 多石的, 无情的"
stool,"n. 凳子, 大便, 粪便, 厕所
vi. 长新枝
vt. 引诱, 诱捕"
stoop,"n. 佝偻, 屈从, 弯腰
vi. 弯下, 屈从, 弯腰, 堕落
vt. 使屈从, 使弯曲"
stopper,"n. 阻止的人, 木塞, 制止器
vt. 用塞子塞住, 闭嘴"
storage,"n. 存储器, 储藏, 保管, 库存, 仓库
"
stout,"a. 结实的；矮胖的；勇敢的；激烈的
n. 矮胖子；烈性啤酒"
stove,"n. 火炉, 窑
vt. 用火炉烤
stave的过去式和过去分词"
straightforward,"a. 笔直的, 率直的, 明确的, 简单的, 直接的"
strain,"n. 紧张, 拉紧, 张力, 过劳, 扭伤, 血缘, 种, 族, 气质, 曲调, 旋律, 口吻
vt. 使劳累, 拉紧, 过分使用, 扭伤, 滥用, 曲解, 滤
vi. 尽力, 努力, 紧拉, 弯曲, 被滤出"
strait,"n. 海峡, 困境
a. 困难的, 窘迫的, 狭窄的"
strangle,"vt. 勒死, 扼死, 压制, 使窒息, 抑制
vi. 被扼死, 被绞死, 窒息而死"
strap,"n. 带, 皮带
vt. (用皮带)捆扎"
straw,"n. 稻草, 麦管, 吸管, 一文不值的东西, 草帽
a. 稻草的, 稻草色的, 琐碎的, 无价值的"
stray,"n. 走失的家畜, 浪子
a. 迷途的, 偶然的
vi. 迷路, 彷徨, 流浪"
streak,"n. 条理, 斑纹, 倾向
vt. 加条纹
vi. 变成条纹, 飞跑"
streamline,"n. 流线, 流线型
vt. 使成流线型, 使合理化"
streetcar,n. 有轨电车
stretcher,"n. 担架, 延伸器
"
stricken,"a. 受打击的, 负了伤的, 衰老的, 受灾的
strike的过去分词"
stride,"n. 大步, 步幅, 步态, 进步
v. 迈大步走, 跨过, 跨"
strife,"n. 争吵, 竞争, 冲突"
strip,"n. 长条, 条状, 带, 脱衣舞
vt. 脱衣, 被剥去, 剥夺, 拆卸
vi. 脱衣服"
stripe,"n. 斑纹, 条纹
"
striped,a. 有斑纹的
strive,"vi. 努力, 奋斗, 斗争"
stroll,"n. 闲逛, 漫步
v. 闲逛, 漫步"
stronghold,"n. 要塞, 堡垒, 大本营"
stud,"n. 装饰钮扣, 大头钉, 领扣, 种马
vt. 镶嵌, 点缀, 散布"
stuffing,"n. 填塞物, 填料"
stumble,"n. 绊倒, 蹒跚而行, 失足
vt. 使绊倒, 使困惑
vi. 绊倒, 失足, 失策, 犯错, 蹒跚, 踌躇"
stump,"n. 残株, 树桩, 烟蒂, 讲演台
vt. 砍断, 挑战, 难住
vi. 蹒跚而走"
stun,"vt. 使昏迷, 使震惊, 打昏
n. 昏迷, 猛击"
stunt,"n. 特技, 绝技, 花招, 噱头, 手腕, 发育不良
vt. 阻碍成长
vi. 表演特技"
sturdy,"a. 强健的, 健全的
"
stutter,"n. 口吃, 结结巴巴
v. 结结巴巴地说"
subconscious,"n. 潜在意识, 下意识
a. 下意识的, 潜意识的"
subdue,"vt. 使服从, 压制, 减弱, 抑制, 克制"
subjective,"a. 主观的, 个人的
"
submarine,"n. 潜水艇, 海底生物
a. 海中的, 生长在海中的
vt. 用潜水艇攻击
vi. 在下疾行, 在下滑动"
submerge,"vt. 使浸水, 使陷入, 淹没
vi. 潜入水中"
submission,"n. 屈服, 服从, 谦恭, 呈递, 提交, 意见
"
submissive,"a. 服从的, 顺从的"
subordinate,"n. 属下, 附属物
a. 下级的, 次要的, 附属的
vt. 使居下位, 使服从"
subordination,"n. 下级地位, 隶属, 第二位
"
subsequent,"a. 后来的, 接下去的
"
subsidiary,"n. 子公司, 附件, 辅助者
a. 辅助的, 次要的, 津贴的"
subsidy,"n. 补助金, 津贴
"
substandard,"a. 标准以下的, 不合规格的
"
substitution,"n. 代替, 替换, 代替物
"
subtitle,n. 副标题
subtly,"adv. 敏锐地, 巧妙地, 精细地"
suburb,"n. 市郊住宅区, 郊区, 边缘"
suburban,"a. 郊外的, 郊区的, (贬)偏狭的, 土气的, 见识不广的
n. 郊区居民"
suburbanization,"n. 市郊化, 郊区化；近郊化"
suburbanisation,[网络] 郊区都市化；近郊化
succession,"n. 连续, 继承权, 继位, 演替, 地层次序
"
successive,"a. 继承的, 连续的
"
