enable,"vt. 使能够
"
lift,"n. 举起, 帮助, 昂扬, 电梯
vt. 升高, 提高, 鼓舞, 清偿, 空运, 举起, 剽窃
vi. 升起, 消散, 耸立"
endeavor,"n. 努力, 尽力
vi. 努力, 尽力"
try,"n. 尝试, 试验, 审理, 审判
vt. 试, 尝试, 试验, 考验, 审问, 提炼
vi. 尝试, 试图"
attempt,"n. 尝试, 企图
vt. 尝试, 企图"
endorse,"vt. 支持, 赞同, 背书于, 签署
"
approve,"vt. 赞同, 核准, 为...提供证据
vi. 赞许"
evoke,"vt. 唤起, 引起, 召(魂)
"
call forth,"引起, 使产生, 使起作用"
exhibit,"n. 显示, 显现, 展览品, 陈列品, 展览
vt. 展现, 陈列, 展览
vi. 开展览会"
show,"n. 显示, 表现, 展览, 卖弄, 炫耀, 外观, 演出, 洋相
vt. 表示, 显示, 展现, 陈列, 演出, 表明, 指出, 带领
vi. 露面, 显现, 演出
"
display,"n. 显示, 陈列, 炫耀, 显示器
vt. 陈列, 显示, 表现, 夸示
"
expire,"vi. 期满, 呼气, 断气
vt. 呼出"
end,"n. 结束, 终点, 目标, 末端, 梢, 死亡, 残余
v. 结束, 终结, 终止
"
facilitate,"vt. 使容易, 促进, 帮助
"
help,"n. 帮忙, 帮助者, 补救办法, 有益的东西
vt. 帮助, 帮忙, 接济, 治疗, 款待
vi. 有用, 救命, 招待
"
assist,"n. 帮助, 协助
vt. 帮助, 促进
vi. 协助, 参加"
fire,"n. 火, 炉火, 电炉, 火灾, 闪光体, 炮火, 热情
vt. 点燃, 烧制, 使发光, 激动, 放枪, 解雇
vi. 着火, 烧火, 开枪, 射击, 激动"
dismiss,"vt. 解散, 开除, 解职
vi. 解散
"
send away,"发送, 打发走, 解雇"
foster,"a. 收养的, 养育的
vt. 养育, 抚育, 培养, 鼓励, 抱(希望)"
cultivate,"vt. 培养, 耕作"
furnish,"vt. 供给, 提供, 装设
"
render,"vt. 回报, 给于, 付给, 汇报, 提出, 舍弃, 反映, 表示, 表演, 致使, 执行, 实施
vi. 给予补偿
n. 交纳, 打底"
supply,"n. 补给, 供给, 供应品
vt. 补给, 供给, 提供, 补充
vi. 替代"
gaze at,盯住
look at,"看, 考虑, 着眼于"
stare at,"凝视, 盯住"
grasp,"n. 把握, 抓紧, 理解, 抓, 柄, 控制
vt. 抓住, 紧握, 领会
vi. 抓"
catch hold of,抓住
horrify,"vt. 使恐惧, 使震惊"
terrify,"vt. 使恐惧, 恐吓"
scare,"n. 惊吓, 恐慌
vt. 惊吓, 使恐慌
vi. 受惊"
indicate,"vt. 显示, 象征, 指示, 指出
"
imply,"vt. 暗示, 意味
"
induce,"vt. 引诱, 招致, 归纳出, 感应
"
instruct,"vt. 教, 教育, 命令, 通知
"
teach,"vt. 教, 讲授, 教导, 教育
vi. 教书, 教学, 可以教"
investigate,"v. 调查, 审查"
explore,"v. 探险, 探测, 探究"
involve,"vt. 包括, 使陷于, 潜心于, 包围
"
include,"vt. 包括, 把...算入, 包住
"
link,"n. 环, 连结物, 链接, 火把
vt. 连结, 联合, 挽住
vi. 连接起来
"
connect,"v. 连接, 联合, 联系"
look after,"目送, 照顾, 关心"
take care of,"照顾
"
care for,"喜欢, 照顾, 为...操心, 尊重"
look forward to," 期望, 盼望; 瞩望; 属望; 企"
expect,"vt. 预期, 盼望, 期待"
look up to," 抬头看（某人或某物）, 尊重[敬仰]（某人）; 企慕; 瞧得起; 仰慕"
respect,"n. 尊敬, 尊重, 问候
vt. 尊敬, 注意, 遵守"
manifest,"n. 载货单, 运货单, 旅客名单
a. 显然的, 明白的
vi. 显示, 出现
vt. 表明, 表现, 证明"
appear,"vi. 出现, 显得, 来到
"
manufacture,"n. 产品, 制造
vt. 制造, 假造
vi. 制造"
make,"vt. 制造, 安排, 创造, 构成, 使得, 产生, 造成, 整理, 布置, 引起, 到达, 进行
vi. 开始, 前进, 增大, 被制造, 被处理
n. 制造, 构造, 性情"
produce,"n. 生产品, 物产, 后代
vt. 产生, 生产, 提出, 出示
vi. 生产, 制造"
turn out,"v. 证明；原来；到场
"
merge,"vt. 使合并, 使消失, 吞没
vi. 合并, 渐渐消失
"
unite,"vi. 联合, 接合, 混合
vt. 使联合, 统一, 使粘合, 使结合"
combine,"v. (使)联合, (使)结合
n. (企业的)联合, 联合收割机"
join,"vi. 参加, 结合, 加入
vt. 连接, 结合, 参加, 加入
n. 连接, 结合, 接合点
"
mock,"n. 嘲笑, 戏弄, 模仿
a. 假的, 伪造的, 模拟的
adv. 虚伪地
vt. 嘲弄, 模仿, 使失望, 欺骗, 挫败
vi. 嘲弄"
laugh at,"嘲笑, 漠视, 因...发笑"
modify,"vt. 修正, 变更, 修饰, 缓和, 减轻
vi. 被修改
"
obtain,"vt. 获得, 达到
vi. 流行, 得到公认"
get,"vt. 得到, 获得, 变成, 使得, 收获, 接通, 抓住, 染上
vi. 到达, 成为, 变得
n. (网球等)救球, 生殖, 幼兽
"
gain,"n. 增益, 获得, 利润, 收获, 增加
vt. 得到, 增进, 赚到
vi. 获利, 增加
"
overtake,"vt. 赶上, 突然降临于, 压倒, 代替"
catch up with,赶上
participate in,"参加, 参与, 分享"
take part in,"参与, 参加
"
be involved in, 涉及，专心; 卷入
persevere,"vi. 坚持, 孜孜不倦, 不屈不挠, (辩论中)固执己见"
persist,"vi. 坚持, 固执, 持续, 坚称
"
probe,"n. 探索, 调查, 探针, 探测器
v. 用探针探测, 调查, 探索"
prohibit,"vt. 禁止, 阻止
"
forbid,"vt. 禁止, 不准, 妨碍
"
ban,"n. 禁令
vt. 禁止, 取缔"
propose,"vt. 计划, 打算, 建议, 提议, 求(婚)
vi. 打算, 求婚"
suggest,"vt. 提议, 建议, 促成, 暗示, 启发, 使人想起
"
advise,"vt. 劝告, 给...出主意, 通知, 建议
vi. 提意见, 商量"
recommend,"vt. 推荐, 介绍, 劝告, 使受欢迎, 托付
"
protect,"vt. 防卫, 保护, 警戒
"
preserve,"vt. 保护, 保持, 保存, 维持, 腌, 禁猎
vi. 加工食品, 禁猎
n. 加工成的食品, 禁猎地, 保护区, 防护物"
raise,"n. 上升, 高地, 增高
vt. 升起, 举起, 唤起, 提高, 使出现, 使复活, 提出, 筹集, 饲养"
increase,"n. 增加, 增进, 利益
vt. 增加, 加大
vi. 增加, 繁殖"
realize,"vt. 了解, 实现, 使显得逼真, 变卖
vi. 变卖"
know,"v. 知道, 了解, 认识, 确信"
be aware of,知道
be conscious of,意识到...
reject,"n. 被拒之人, 被弃之物, 不合格品, 次品
vt. 拒绝, 抵制, 否决, 驳回, 丢弃, 呕出"
refuse,"vt. 拒绝, 谢绝
vi. 拒绝
n. 废物
a. 扔掉的, 无用的"
decline,"n. 衰退, 跌落, 下降
vt. 使降低, 婉谢
vi. 下降, 衰落, 偏斜"
turn down,"na. 翻下(衣领等)；扭小(灯火等)拒绝考虑；拒绝(某人)
"
remedy,"n. 药物, 治疗法, 治疗, 补救, 赔偿
vt. 治疗, 补救, 矫正, 改善, 修补, 修缮"
cure,"n. 治疗, 治愈, 治疗法
vt. 治疗, 治愈, 改正, 腌制, 加工处理, 使硫化
vi. 受治疗, 被加工处理, 被硫化"
treat,"n. 宴请, 款待
vt. 视为, 对待, 论述, 治疗, 款待
vi. 讨论, 谈判, 作东"
remember,"vt. 记得, 回忆起, 记住, 铭记, 纪念
vi. 记得"
memorize,"vt. 记住, 熟记, 背熟"
result in,"导致
"
cause,"n. 原因, 目标
vt. 引起, 使产生, 使遭受"
bring about,"na. 造成；带来；【航】(使船)回转
"
lead to,"导致, 通向"
seek for,"寻找, 追求, 探索"
look for,"寻找, 期待"
settle,"n. 有背长椅
vt. 决定, 整理, 安放, 使定居, 使平静, 支付, 安排, 解决, 结算
vi. 停留, 下陷, 沉淀, 澄清, 安下心来, 结清, 定居, 安家"
solve,"vt. 解决, 付给, 溶解
vt. 求解
vi. 求解
"
sketch,"n. 素描, 草图, 小品
v. 描绘略图, 画素描或速写"
outline,"n. 大纲, 轮廓, 概要
vt. 描画轮廓, 描述要点
n. 大纲, 分级, 轮廓
"
span,"n. 指距, 全长, 跨距, 一段时间, 小范围
vt. 以手指测量, 跨越, 架设, 持续"
last,"a. 最后的, 末尾的, 最近的
vi. 持续, 支持, 维持
vt. 使维持, 够...用
adv. 最后, 后来
n. 最后, 末尾, 鞋楦头"
spur,"n. 马刺, 刺激物, 鼓舞
vt. 刺激, 激励, 用马刺策(马)前进
vi. 用马刺驱马, 疾驰"
inspire,"vt. 使感动, 激发, 启示, 吸入, 鼓舞, 产生, 使生灵感
vi. 吸入, 赋予灵感"
encourage,"vt. 鼓励, 支持, 激励
"
push,"n. 推, 推动, 奋斗, 攻击, 进取心
vt. 推, 推动, 使伸出, 推行, 逼迫, 增加
vi. 推, 推进, 增加, 努力争取"
state,"n. 州, 状态, 情形, 国家, 政府, 领土, 国务, 社会地位
a. 国家的, 正式的, 礼仪用的, 州的
vt. 说明, 陈述, 规定
"
declare,"v. 宣布, 声明, 申报, 断言"
announce,"vt. 宣布, 声称, 显示, 预告
vi. 当报幕员, 宣布参加竞选"
sympathize,"vi. 同情, 怜悯, 同意, 体谅"
take into account,"na. 考虑
"
take into consideration,"v. 顾及
"
tease,"n. 揶揄, 戏弄, 逗惹
vt. 戏弄, 取笑, 强求, 梳理, 使起毛"
make fun of,取笑
tolerate,"vt. 宽容, 容许, 有耐力"
bear,"n. 熊
vt. 忍受, 支承, 产生, 怀有, 通过卖空使跌价
vi. 忍受, 结果实, 压挤, 行进, 转向"
stand,"n. 站立, 站住, 停顿, 讲台, 看台, 立场, 法院证人席
vi. 站, 立, 坐落, 停滞, 位于, 坚持, 维持原状
vt. 忍受, 使站立, 抵挡"
put up with,"忍受, 容忍
"
endure,"vt. 忍受, 忍耐, 容忍, 耐
vi. (正式)持久, 持续
"
update,"vt. 更新, 使现代化
n. 更新
"
modernize,"vi. 现代化
vt. 使现代化"
urge,"n. 冲动, 推动力, 迫切的要求
vt. 驱策, 力劝, 竭力主张, 推动
vi. 强烈要求"
vanish,"vi. 消失, 不见, 成为零"
disappear,"vi. 消失, 不见"
wreck,"n. 失事, 残骸, 破坏
vt. 使失事, 拆毁, 破坏
vi. (船)失事, 营救失事船只"
damage,"n. 损害, 伤害
v. 损害"
write down,"na. 记下来；贬低；减低账面价值；把…拨作公积金
"
put down,"na. 平定；贬低(的话)；(飞机的)降落
"
absurd,"a. 荒谬的, 不合理的, 可笑的
n. 荒诞"
stupid,"a. 愚蠢的, 麻木的"
ridiculous,"a. 荒谬的, 可笑的"
foolish,"a. 愚蠢的, 傻的"
acute,"a. 尖锐的, 敏锐的, 激烈的, 严重的, 急性的
"
severe,"a. 严格的, 尖锐的, 严肃的, 严重的, 严厉的, 朴素的
"
sharp,"n. 半升音调, 利刃, 骗子
a. 锋利的, 明显的, 敏锐的, 急剧的, 尖刻的, 严厉的, 刺耳的, 精明的
adv. 锐利地, 急速地"
adverse,"a. 不利的, 敌对的, 相反的, 逆的
"
unfavorable,"a. 不宜的, 不顺利的, 反对的
"
annoying,"a. 恼人的, 讨厌的"
irritating,"a. 刺激的, 使愤怒的, 气人的"
appealing,"a. 有感染力的, 动人的, 恳求的"
attractive,"a. 吸引人的, 有魅力的
"
fascinating,"a. 迷人的, 吸引人的, 使人神魂颠倒的"
be characteristic of,"具有...的特性, 为...所特有"
be typical of,是...的特点
boring,"a. 烦人的, 无聊的, 无趣的
"
dull,"a. 钝的, 无趣的, 呆滞的, 阴暗的
vt. 使迟钝, 使阴暗, 缓和
vi. 变迟钝, 减少"
uninteresting,"a. 引不起兴趣的, 无趣味的, 乏味的"
childish,"a. 天真的, 孩子气的"
immature,"a. 不成熟的, 未完全发育的, 粗糙的
"
competent,"a. 能干的, 胜任的, 有效的, 足够的
"
capable,"a. 有能力的, 能的, 能干的"
complicated,"a. 复杂的
"
complex,"n. 综合体, 情结, 络合物
a. 复杂的, 组合的"
intricate,"a. 复杂的, 错综的, 缠结的, 难懂的"
comprehend,"vt. 理解, 包括"
understand,"vt. 理解, 了解, 领会, 听说, 懂
vi. 懂得, 认为"
concise,"a. 简洁的, 简明的"
brief,"n. 摘要, 简报
a. 简短的, 短暂的
vt. 对...作简报, 摘要, 节录"
short,"a. 短的, 近的, 矮的, 短期的, 简短的, 少量的
adv. 简短地, 突然
n. 扼要, 短片, 缺乏
vt. 故意少给, 使短路"
confidential,"a. 机密的, 获他人信赖的, 易于信任他人的
"
secret,"n. 秘密, 机密, 秘诀, 秘方
a. 秘密的, 极机密的, 隐蔽的, 暗中的, 神秘的, 偏僻的"
contented,"a. 满足的, 心安的"
satisfied,a. 感到满意的
convincing,"a. 使人信服的, 有力的, 令人心悦诚服的"
believable,a. 可信的
credible,"a. 可信的, 可靠的
"
courteous,"a. 彬彬有礼, 谦恭的"
polite,"a. 有礼貌的, 文雅的, 客气的, 有教养的"
respectful,"a. 表示尊敬的, 有礼貌的, 谦恭的"
crucial,"a. 决定性的, 重要的, 严厉的
"
important,"a. 重要的, 有地位的, 大量的, 显要的, 自负的
"
essential,"n. 要素, 要点, 本质
a. 必要的, 重要的, 本质的
"
deficient,"a. 不足的, 不充分的, 有缺陷的"
inadequate,"a. 不充分的, 不适当的
"
delighted,"a. 高兴的, 快乐的"
joyful,"a. 欢喜的, 高兴的, 令人高兴的"
happy,"a. 快乐的, 幸福的, 愉快的, 恰当的"
glad,"a. 高兴的, 喜欢的, 情愿的"
pleased,"a. 高兴的, 喜欢的, 满足的"
diligent,"a. 勤勉的, 用功的"
hardworking,"a. 苦干的, 不辞辛劳的"
industrious,"a. 勤勉的, 刻苦的"
eligible,"a. 有资格当选的, 合格的
n. 有资格者, 合格者, 适任者"
entitled,a. 有资格的；给与名称的
qualified,"a. 有资格的
"
eternal,"a. 永恒的, 永远的, 不灭的"
everlasting,"a. 永恒的, 持久的
n. 上帝, 神"
exceptional,"a. 例外的, 异常的, 特别的"
extraordinary,"a. 非常的, 特别的, 非凡的
"
special,"n. 专辑, 专车, 号外, 特别的东西, 负有特别任务的人员
a. 特别的, 专门的, 特殊的, 额外的, 附加的, 特别亲密的"
unusual,"a. 不寻常的, 罕见的, 与众不同的"
exhausted,a. 耗尽的；疲惫的
weary,"a. 疲倦的, 萎靡的, 厌倦的, 厌烦的
vt. 使疲倦, 使厌烦
vi. 疲乏, 生厌, 不耐烦"
tired,"a. 疲累的, 疲乏的, 厌倦的"
worn out, 磨穿; 疲乏
exotic,"a. 异国的, 外来的
n. 外来人, 外来物, 舶来品"
fundamental,"n. 基本原理, 原则, 基波
a. 基本的, 重要的, 原音的"
elementary,"a. 初步的, 基本的
"
basic,"n. 基本原理, 要素, 基本规律
a. 基本的, 碱性的
(计算机)BASIC语言"
primary,"n. 最主要者, 原色
a. 主要的, 初期的, 根本的, 原始的, 首要的, 基本的
"
graceful,a. 优美的
immense,"a. 极广大的, 无边的, 非常好的"
enormous,"a. 巨大的, 庞大的"
great,"a. 大的, 非常的, 主要的, 重大的, 崇高的, 伟大的
adv. 顺利地, 得意地
n. 全部, 大人物, 大师"
indispensable,"n. 不可缺少之物
a. 不可缺少的, 责无旁贷的, 绝对必要的"
necessary,a. 必要的；必然的；必需的
insane,"a. 患精神病的, 极愚蠢的
"
crazy,"a. 发狂的, 狂热的"
mad,"a. 疯狂的, 发疯的, 生气的, 愚蠢的, 狂欢的
n. 狂怒"
intelligent,"a. 聪明的, 智能的, 了解的"
clever,"a. 聪明的, 精明的"
wise,"a. 明智的, 慎虑的, 聪明的, 博学的, 狡猾的, 机灵的
vi. 知道
vt. 教导, 告诉, 劝导
n. 方法, 方式
"
bright,"a. 明亮的, 聪明的, 鲜明的, 欢快的
adv. 明亮地, 欢快地"
intimate,"a. 亲密的, 私人的, 秘密的
vt. 暗示, 通知, 告诉
n. 至交"
close,"n. 结束, 完结
a. 靠近的, 亲近的, 亲密的, 严密的, 关闭的, 狭窄的, 秘密的
vt. 关, 结束, 使靠近, 封闭, 使接近
vi. 关闭, 结束, 靠近
adv. 接近地, 紧密地
"
friendly,"a. 友好的, 亲切的, 互助的
adv. 友善地, 温和地"
legal,"a. 法律的, 法定的, 合法的
"
lawful,"a. 法律许可的, 守法的, 合法的
"
massive,"a. 大而重的, 宽大的, 宏伟的
"
extensive,"a. 广的, 广泛的, 多方面的
"
plentiful,"a. 许多的, 丰富的, 丰饶的"
numerous,"a. 很多的, 数目众多的, 多数的
"
a number of,许多的
abundant,"a. 丰富的, 充分的, 大量的"
obscure,"a. 模糊的, 昏暗的, 难解的, 晦涩的, 偏僻的, 微贱的, 无名的
vt. 使变暗, 隐藏, 使变模糊, 使难解"
vague,"a. 含糊的, 不清楚的, 茫然的"
dim,"a. 暗淡的, 模糊的
vt. 使暗淡
"
faint,"n. 昏厥, 昏倒
a. 模糊的, 微弱的, 无力的
vi. 昏倒, 变得微弱"
original,"a. 最初的, 原始的, 有创意的
n. 原物, 原作"
creative,"a. 有创造力的, 创作的, 产生的"
orthodox,"a. 正统的, 传统的, 惯常的"
conventional,"a. 传统的, 习惯的, 约定的
"
perpetual,"a. 永久的, 不断的, 无期限的, 没完没了的, 四季开花的
"
endless,"a. 不停的, 无穷尽的, 无尽的
"
pleasing,"a. 令人喜爱的, 愉快的, 舒适的"
satisfactory,"a. 满意的, 赎罪的
"
precise,"a. 精确的, 严谨的, 明确的
"
accurate,"a. 正确的, 精确的
"
exact,"a. 精确的, 准确的, 精密的
vt. 强求, 急需"
pressing,"a. 紧迫的, 迫切的, 热切的
n. 压, 压榨, 冲压件, 唱片"
urgent,"a. 紧急的, 急迫的, 催逼的
"
previous,"a. 早先的, 前面的, 过急的
"
former,"a. 从前的, 前者的
n. 起形成作用的人(或物), 模型, 样板"
principal,"n. 校长, 首长, 本金, 主犯, 资本, 委托人
a. 主要的, 最重要的, 首要的"
chief,"n. 领袖, 酋长, 长官, 主要部分
a. 主要的, 首位的"
leading,"n. 领导, 指挥, 神示, 铅板
a. 领导的, 主要的, 在前的"
main,"n. 主要部分, 干线, 体力, 力量, 主群组
a. 主要的, 重要的, 全力的
"
private,"a. 私人的, 秘密的, 私立的, 隐蔽的
n. 士兵, 隐士, 阴部
"
personal,"a. 私人的, 涉及隐私的, 有人性的, 人称的, 亲自的, 身体的
"
remarkable,"a. 不平常的, 值得注意的, 显著的"
marvelous,"a. 令人惊异的, 了不起的, 不平常的"
striking,"a. 醒目的, 惊人的, 打击的, 罢工的
"
rigid,"a. 坚硬的, 刚性的, 严格的, 精密的, 刻板的"
inflexible,"a. 不屈曲的, 不屈挠的, 顽固的"
sensible,"a. 有感觉的, 敏感的, 明智的
"
advisable,"a. 适当的, 明智的"
hard,"a. 坚硬的, 硬的, 难的, 艰苦的, 困难的, 坚固的, 猛烈的, 艰难的, 结实的, 确实的
adv. 坚硬地, 努力地, 辛苦地, 接近地, 猛烈地, 牢固地"
tough,"n. 恶棍
a. 强硬的, 艰苦的, 坚固的, 坚韧的, 粗暴的, 咬不动的"
skeptical,"a. 怀疑论的, 怀疑的, 不可知论的
"
doubtful,"a. 可疑的, 疑心的, 不明确的
"
steady,"a. 稳定的, 不动摇的, 沉着的, 稳固的, 坚定的, 经常的
vt. 使稳定, 使坚定
vi. 变为沉着, 稳固"
stable,"n. 马房, 牛棚
a. 稳定的, 安定的, 坚固的, 坚定的
vt. 赶入马房
vi. 被关在马厩"
unbelievable,a. 难以置信的
incredible,a. 难以置信的
uneasy,"a. 心神不安的, 不自在的, 不稳定的, 不舒服的"
worried,"a. 担心的, 闷闷不乐的"
unique,"a. 独一无二的, 独特的, 稀罕的"
particular,"n. 一项(或条、点), 个别项目, 详细说明
a. 特别的, 独有的, 挑剔的, 详尽的"
vacant,"a. 空的, 空白的, 空虚的, 空闲的, 茫然的, 空缺的
"
empty,"a. 空的, 空虚的, 空腹的, 空洞的
n. 空的东西, 空车
vt. 倒空, 使变空, 使排出
vi. 流空
"
bare,"a. 赤裸的, 缺少的, 无遮蔽的, 坦率的
vt. 使赤裸, 露出"
unclear,"a. 不易了解的, 不清楚的, 含混的"
vigorous,"a. 精力充沛的, 元气旺盛的, 茁壮的, 有力的"
energetic,"a. 精力充沛的, 积极的"
dynamic,"a. 动态的, 有活力的, 有力的, 动力的, 不断变化的
n. 动力, 动态
"
wary,"a. 谨慎的, 小心的, 机警的, 周到的, 唯恐的"
cautious,"a. 谨慎的, 小心的"
witty,"a. 富于机智的, 诙谐的"
smart,"a. 聪明的, 漂亮的, 刺痛的, 剧烈的, 敏捷的, 巧妙的, 伶俐的, 潇洒的
n. 刺痛, 痛苦
vi. 刺痛"
area,"n. 区域, 面积, 范围, 空地
"
field,"n. 领域, 田地, 场地, 战场, 场, 域
vt. 使...晒在场上, 使上场
a. 田间的, 野生的, 野外的, 田赛的
"
region,"n. 区域, 地带, 地区, 领域, 范围, 区
"
assignment,"n. 分配, 功课, 任务, 转让, 归因, 陈述
"
task,"n. 工作, 任务, 作业, 困难的工作
vt. 派给...工作, 使辛劳
"
branch,"n. 树枝, 支店, 支流, 分部
vi. 分支, 出枝
vt. 分割, 用枝状叶脉刺绣花纹装饰
"
