enable,"vt. 使能够
"
scale,"n. 刻度, 衡量, 比例, 比例尺, 数值范围, 等级, 规模, 天平, 秤, 鳞, 积垢
vt. 依比例决定, 攀登, 测量, 绘制, 刮鳞, 使生垢, 过秤
vi. 剥落, 生水垢, 重量为, 攀登, 衡量
"
on a ... scale,按固定差价
financial,"a. 财政的, 金融的
"
monetary,"a. 货币的, 金钱的
"
policy,"n. 政策, 方针, 策略, 保险单
"
policyholder,"n. 投保者, 保险客户"
insurance,"n. 保险, 保险业, 保险费
"
security,"n. 安全, 安全性, 防护物, 保安, 可靠性, 担保人, 抵押品, 保证金
"
bond,"n. 捆绑物, 结合, 债券, 契约, 粘合剂, 保证人, 键, 关栈保留
vt. 存入关栈, 使黏合
vi. 结合"
yield,"n. 生产量, 投资收益
vt. 出产, 给予, 让出, 放弃, 使屈服
vi. 出产, 屈服, 投降, 倒塌"
broker,"n. 掮客, 经纪人
"
premium,"n. 额外补贴, 奖金, 奖赏, 保险费
"
plastic,"n. 塑料, 可塑体, 可塑性物质
a. 塑料的, 塑造的, 有可塑性的, 造型的, 易受影响的, 有创造力的"
investment,"n. 投资
"
inflation,"n. 胀大, 夸张, 通货膨胀
"
bankrupt,"n. 破产者
a. 破产的
vt. 使破产"
dividend,"n. 被除数, 股利
"
gross,"n. 总数, 总量
a. 总共的, 未打折扣的, 恶劣的, 粗野的
vt. 总共收入"
budget,"n. 预算
vi. 编预算
vt. 编入预算, 安排
a. 廉价的"
currency,"n. 货币, 通货, 流通, 通用
"
wallet,"n. 皮夹
"
cash,"n. 现金
vt. 兑现"
deficit,"n. 赤字, 不足额
"
debt,"n. 债务, 罪过
"
account,"n. 报告, 解释, 估价, 理由, 利润, 算账, 帐目
vi. 报帐, 解释, 导致, 报偿, 占, 杀死
vt. 认为
"
saving,"n. 存款, 挽救, 节约
a. 搭救的, 节约的, 保留的, 补偿的
prep. 除...之外"
deposit,"n. 存款, 定金, 堆积物
vt. 存放, 堆积
vi. 沉淀"
withdraw money, 取钱
interest rate,"利率
"
balance,"n. 平衡, 差额
vi. 平衡, 相等
vt. 称, 权衡, 比较, 使平衡, 结算, 抵消"
allowance,"n. 津贴, 零用钱, 限额, 折扣, 允许
vt. 定量供应"
rent,"n. 租金, 房租, 出租物, 裂缝, 破裂处, 分裂
vt. 租用, 租出
vi. 出租
a. 分裂的, 破裂的
rend的过去式和过去分词"
exchange,"n. 交换, (电话)交换局, 交换机, 汇兑, 交易所
v. 交换, 交易, 兑换
"
exchange rate,"n. 汇率, 兑换率"
bonus,"n. 奖金, 红利
"
profit,"n. 利润, 赢利, 利益
vi. 有益, 获利, 赚钱
vt. 有益于"
margin,"n. 页边的空白, 边缘, 界限, 余裕, 差数, 差额, 保证金
vt. 加边于, 加旁注于
"
millionaire,"n. 百万富翁, 大富豪
"
candidate,"n. 候选人, 投考者
"
job-hunting, 求职
the want ads,无
application letter,[网络] 求职信；申请信；申请书
job resume,无
resume,"vt. 重新开始, 取回, 恢复
vi. 再开始
n. 摘要, 个人简历
"
job prospects,无
accept the post,无
take the post,无
acceptable,"a. 可接受的, 合意的, 可忍受的"
acceptance,"n. 接受, 接纳, 承认, 同意, 赞同, 容忍, 相信
"
take over the position,无
useful experience,无
past experience, 过去经验
further talk,无
personnel,"n. 人员, 人事部门, 人事科(处)
"
personnel department,[经] 人事部门
unemployment,"n. 失业, 失业人数
"
colleague,"n. 同事, 同僚"
work overtime,[经] 超过规定时间的工作
working time,工作时间
office time,无
deadline,"n. 最后期限, 截止期限
"
night shift,"夜班
"
odd job,零工
pay offer,[网络] 工资待遇；建议
paid vacation,带薪休假
training consultancy,无
professional expertise,无
engineering,"n. 工程学, 工程, 操纵
"
fireman,"n. 救火队员, 消防队员
"
fisherman,"n. 渔夫, 钓鱼者, 渔船"
symptom,"n. 症状, 征候, 征兆
"
be under the weather,"不舒服, 微醉"
feel under the weather,"不舒服, 有点小病, 微恙, 不愉快"
feel dizzy,发晕
fever,"n. 发烧, 发热, 热病
"
take temperature,"un. 量体温
"
have a cough, （患）咳嗽
have a stomachache,"有胃口,想吃东西"
toothache,"n. 牙痛
"
have a sore throat,"嗓子痛,喉痛"
runny nose,流鼻水
sneeze,"n. 喷嚏
vi. 打喷嚏"
have a stuffed nose,无
deaf,"a. 聋的
"
dumb,"a. 哑的, 不说话的, 无声音的
"
optical,"a. 眼睛的, 视觉的, 光学的
"
feel chilly, 发冷
have a cold,患感冒
catch a cold,感冒
flu,"n. 流感, 流行性感冒"
allergy,"n. 变应性, 反感, 厌恶
"
abortion,"n. 流产, 堕胎, 失败, 夭折, 中止
"
disorder,"n. 杂乱, 混乱
vt. 扰乱, 使失调"
cancer,"n. 癌, 恶性肿瘤
"
AIDS,"n. 爱滋病(获得性免疫缺陷综合征)
"
high blood pressure,n. 高血压（症）
take one's blood pressure,无
dizzy,"a. 晕眩的, 眼花缭乱的
vt. 使晕眩"
moan,"n. 呻吟, 悲叹
vi. 呻吟, 抱怨, 悲叹
vt. 呻吟着说"
moan about,〈非正〉抱怨
lump,"n. 块, 瘤, 很多, 肿块, 笨人
vt. 使成块状, 混在一起
vi. 结块"
bleed,"vi. 流血, 悲痛, 渗出
vt. 使出血, 榨取"
bloody,"a. 血腥的, 嗜杀的, 有血的"
epidemic,"n. 传染病, 流行病
a. 流行的, 传染性的"
pulse,"n. 脉冲, 脉搏, 情绪, 意向, 拍子, 豆类
vi. 跳动, 脉跳
vt. 使跳动, 用脉冲调制
"
antibiotic,"n. 抗生素
a. 抗生的"
bacteria,"pl. 细菌
"
infectious,"a. 有传染性的, 易传染的
"
dose,"n. 剂量, 服用量
vt. 给药, (用药)医治
vi. 服药"
capsule,"n. 胶囊, 蒴果, 瓶帽, 航天舱
"
pill,"n. 药丸, 弹丸, 屈辱, 胡说
v. 做成药丸, 形成丸状, 服药丸, 挫败, 抢劫"
tablet,"n. 平板, 门牌, 笔记簿, 碑, 匾, 药片
"
ambulance,"n. 救护车
"
emergency room,"急诊室,急救室"
clinic,"n. 诊所, 临床教学
"
dentist,"n. 牙科医生
"
physician,"n. 医师, 内科医师, 解除痛苦者
"
surgeon,"n. 外科医生, 军医, 船医
"
surgery,"n. 外科, 手术, 手术室, 换球术"
operation,"n. 操作, 动作, 手术, 运算, 作用, 业务
"
bandage,"n. 绷带
"
diagnose,v. 诊断
give a prescription, [体]开药方
remedy,"n. 药物, 治疗法, 治疗, 补救, 赔偿
vt. 治疗, 补救, 矫正, 改善, 修补, 修缮"
heal,"vi. 痊愈
vt. 使复原, 使和解, 治愈"
treat disease,[网络] 治愈疾病；疗病；治病
treatment,"n. 治疗, 待遇, 处理
"
cure,"n. 治疗, 治愈, 治疗法
vt. 治疗, 治愈, 改正, 腌制, 加工处理, 使硫化
vi. 受治疗, 被加工处理, 被硫化"
injection,"n. 注射, 注射剂
"
chronic,"a. 慢性的, 习惯性的
n. 慢性病患者"
ward,"n. 病房, 守卫, 保卫, 保护, 监护, 牢房, 行政区, 锁孔内的榫舌
vt. 使入病房, 守护, 保卫"
muscle,"n. 肌肉, 臂力
"
tissue,"n. 薄的织物, 薄纱, 棉纸, 组织, 一套
"
skeleton,"n. 骨骼, 骨瘦如柴的人, 梗概, 骨干, 残骸
a. 骨骼的, 概略的, 基层的, 骨干的
"
rib,"n. 肋骨, 肋状物, 笑话
vt. 装肋状物于, 戏弄"
spine,"n. 背骨, 脊柱, 尖刺
"
wrinkle,"n. 皱纹, 妙计, 方法, 技巧
vi. 起皱
vt. 使起皱纹"
brow,"n. 眉毛, 额
"
frown,"n. 皱眉
vi. 皱眉头
vt. 皱眉表示"
forehead,"n. 额, 前额, 前部
"
beard,"n. 胡须
vt. 抓住胡须, 公开反对"
jaw,"n. 颚, 颌
v. 闲谈, 教训, 唠叨"
chin,"n. 下巴, 颏
"
dental,"a. 牙齿的
"
throat,"n. 咽喉, 喉咙, 嗓音
vt. 用喉音说, 开沟于"
eyesight,"n. 视力, 目力"
hearing,"n. 听, 听觉, 听讯
"
ankle,"n. 踝
"
limb,"n. 四肢, 枝干, 翼, 边缘
vt. 切断...之手足"
elbow,"n. 手肘, 弯头, 扶手
v. 用手肘推开, 推挤"
wrist,"n. 手腕, 腕关节
"
heel,"n. 脚后跟, 踵, 后部, 倾侧
vt. 尾随, 装以鞋跟, 倾侧, 追赶
vi. 紧随, 用脚后跟传球"
palm,"n. 手掌, 棕榈, 胜利
vt. 与...握手, 藏...于掌中"
thumb,"n. 拇指
vt. 以拇指拨弄, 笨拙地摆弄, 用拇指翻旧, 迅速翻阅, 作搭车手势"
toe,"n. 足趾, 趾部, 脚趾
vt. 以趾踏触, 用脚尖走
vi. 动脚尖"
breast,"n. 胸部, 乳房, 胸怀
vt. 以胸对着, 面对"
waist,"n. 腰部, 腰
"
hip,"n. 臀部, 蔷薇果, 忧郁
a. 熟悉内情的
vt. 使忧郁, 给(屋顶)造屋脊
interj. 喝彩声"
chamber,"n. 室, 房间, 枪膛
vt. 装(弹药), 把...关在室内
a. 室内的"
bowel,"n. 肠, 内脏, 内部
vt. 挖...的内脏"
lung,"n. 肺, 肺脏, 空地
"
liver,"n. 肝脏, 生活者, 居民
"
kidney,"n. 肾, 个性
"
urine,"n. 小便, 尿
"
health club, [医]保健俱乐部
physical,"a. 身体的, 物质的, 自然的, 物理学的, 好色的
n. 体格检查"
physical exercise,[医] 体育锻炼
psychological,"a. 心理学的, 精神上的, 心灵的
"
spiritual,"a. 精神上的, 神圣的, 崇高的, 高尚的, 鬼的, 招魂术的
n. 有关教会的事"
nerve,"n. 精神, 勇气, 叶脉, 神经
vt. 鼓起勇气"
appetite,"n. 食欲, 欲望, 爱好
"
terror,"n. 恐怖, 可怕的人
"
horror,"n. 惊骇, 恐怖, 惨状
"
horrible,"a. 可怕的, 遭透的, 极讨厌的"
fearful,"a. 可怕的, 恐怕的, 担心的"
awful,"a. 可怕的, 庄严的, 虔敬的"
agony,"n. 极大的痛苦, 挣扎
"
fuss,"n. 大惊小怪, 小题大作, 忙乱
vi. 无事自扰, 焦急, 焦燥, 忙乱
vt. 使激动, 使烦燥"
make a fuss of,"使倍受注目,对…过分体贴"
make a fuss over,过分关心(或体贴)
anxiety,"n. 焦虑, 忧虑, 令人焦虑的事
"
worried,"a. 担心的, 闷闷不乐的"
ego,"n. 自我
"
dread,"n. 恐惧, 可怕的人(或事)
a. 可怕的, 可怖的
v. 恐惧, 害怕"
panic,"n. 恐慌, 惊慌
a. 惊慌的, 没有理由的, 恐慌的
vt. 使惊慌, 使狂热
vi. 惊慌"
scare,"n. 惊吓, 恐慌
vt. 惊吓, 使恐慌
vi. 受惊"
impatient,"a. 不耐烦的, 着急的, 急切的"
patience,"n. 耐性, 忍耐"
heroic,"a. 英勇的, 英雄式的, 壮丽雄伟的
n. 英雄诗, 史诗, 英勇行为"
modest,"a. 谦逊的, 羞怯的, 端庄的, 适度的
"
agreeable,"a. 令人愉快的, 同意的
"
cheerful,"a. 快活的, 高兴的, 兴高采烈的"
affection,"n. 影响, 病, 喜爱, 情感, 倾向
"
hatred,"n. 憎恨, 仇恨, 憎恶
"
resent,"vt. 愤恨, 憎恶, 怨恨"
aware,"a. 知道的, 有觉悟的"
apology,"n. 道歉, 辩护
"
grateful,"a. 感谢的, 感激的, 令人快意的, 受欢迎的"
gratitude,n. 感激之情
rational,"a. 理性的, 合理的
n. 有理数"
logical,"a. 合乎逻辑的, 合理的
"
advisable,"a. 适当的, 明智的"
sensible,"a. 有感觉的, 敏感的, 明智的
"
sensitive,"a. 敏感的, 易感的, 灵敏的, 感光的
"
insane,"a. 患精神病的, 极愚蠢的
"
easygoing,"a. 脾气随和的, 逍遥自在的, 悠闲的, 懒散的"
kindness,"n. 仁慈, 亲切, 和蔼"
enthusiastic,"a. 狂热的, 热心的, 热烈的"
optimistic,"a. 乐观的, 乐观主义的, 乐天的"
pessimistic,"a. 悲观的, 厌世的, 悲观主义的"
selfish,"a. 自私的, 利己主义的, 自我中心的"
tolerant,"a. 宽容的, 容忍的, (对冷、热)能耐的
"
honesty,"n. 诚实, 公正, 正直"
frank,"a. 坦白的, 率直的, 老实的
vt. 免费邮寄
n. 免费邮寄特权"
generous,"a. 慷慨的, 有雅量的, 大量的, 丰富的"
humorous,"a. 富幽默感的, 滑稽的, 诙谐的"
moody,"a. 心情不稳的, 郁郁寡欢的, 喜怒无常的"
temper,"n. (钢等的)硬度, 脾气, 心情, 中和剂, 倾向, 回火
vt. 使回火, 锻炼, 调和, 使缓和
vi. 回火"
lose one's temper,发脾气
bad-tempered,"adj. 暴躁的
"
in a bad mood, 不爽
banquet,n. 宴会
greedy,"a. 贪婪的, 贪得的, 贪吃的"
diet,"n. 日常饮食, 议会
vt. 照规定饮食
vi. 忌食"
dairy,"n. 牛奶公司, 乳品店, 乳牛场"
yogurt,"n. 酸乳酪
"
yoghurt,"n. 酸乳, 酸奶"
alcohol,"n. 酒精, 酒
"
liquor,"n. 酒, 液体, 汁, 溶液
vt. 浸水
vi. 喝酒"
soda,"n. 苏打, 碳酸水
"
beverage,"n. 饮料
"
liquid,"n. 液体, 流体, 流音
a. 液体的, 透明的, 明亮的, 流动的, 易变的"
fluid,"n. 液体, 分泌液, 流体
a. 流动的, 可改变的"
vitamin,"n. 维生素
"
protein,"n. 蛋白质
a. 蛋白质的"
fiber,"n. 纤维, 构造, 纤维制品
"
fibre,"n. 纤维, 构造, 纤维制品
"
fat,"n. 脂肪, 脂油, 肥肉
a. 肥的, 胖的, 油腻的
n. 文件分配表
"
vinegar,"n. 醋, 尖酸刻薄
vt. 加醋于"
cereal,"n. 谷类食品, 谷类植物
a. 谷类的"
barn,"n. 谷仓
"
grain,"n. 谷粒, 颗粒, 谷类, 纹理, 本质
v. (使)成谷粒"
flour,"n. 面粉, 粉沫, 碎粉
"
noodle,"n. 面条, 笨蛋"
bean,"n. 豆子
"
cabbage,"n. 卷心菜
"
pea,"n. 豌豆, 似豌豆的东西"
grape,"n. 葡萄, 葡萄树
"
lemon,"n. 柠檬, 柠檬树, 柠檬色
"
peach,"n. 桃子, 桃树, 桃色, 美人儿, 极好的事物
vt. 告发
vi. 告密, 检举"
flesh,"n. 肉, 肉体, 肉欲, 人性, 亲属, 人类, 众生, 人体
vt. 以肉喂, 激起...的杀戳情绪, 使肥, 赋以血肉
vi. 长胖"
core,"n. 核心, 果心, 要点
vt. 挖...的核
"
stem,"n. 茎, 干, 柄, 船首, 血统, 堵塞物
vt. 摘掉茎, 装柄于, 阻止, 堵住, 逆行
vi. 堵住, 逆行"
biscuit,"n. 饼干
"
bakery,n. 面包店
toast,"n. 吐司, 烤面包, 干杯
vt. 敬酒, 烤, 使暖和
vi. 烤, 烘"
loaf,"n. 一条面包, 块, 游荡
v. 游手好闲, 虚度光阴"
dine,"vi. 用正餐, 进餐
vt. 宴请"
order,"n. 次序, 规则, 命令
vi. 命令, 定货
vt. 整理, 命令, 定购
n. 顺序, 阶数
"
hygiene,"n. 卫生保健, 卫生学, 保健法
"
napkin,"n. 餐巾, 餐巾纸, 尿布"
fast food,n. 速食; 快餐
take away,"adj. 买回去的
"
fry,"n. 油炸食物, 鱼苗
v. 油炸, 煎"
dessert,n. 餐后甜点
ice-cream,"冰淇淋
"
steak,"n. 牛排, 鱼排, 肉排"
chop,"n. 肋条肉, 排骨, 砍, 戳记, 商标
vt. 剁碎, 砍, 切击, 割断
vi. 砍, 突然转向"
bacon,"n. 熏猪肉
"
ham,"n. 火腿, 后腿, 笨拙演员
a. 过火的, 做作的
v. 演得过火"
sausage,"n. 香肠, 腊肠"
roast,"n. 烤肉, 烘烤, 嘲笑
a. 烘烤的, 烤过的
vt. 烤, 炙, 烘焙, 嘲笑
vi. 烤, 炙, 烘焙"
mushroom,"n. 蘑菇形物, 蘑菇, 暴发户
vi. 迅速生长, 迅速增加, 采蘑菇
a. 蘑菇形的, 迅速生长的"
garlic,"n. 大蒜
"
pepper,"n. 胡椒粉, 胡椒, 辣椒
"
onion,"n. 洋葱
vt. 因洋葱使掉泪"
salad,n. 色拉
sauce,"n. 酱油, 调味汁, 酱
vt. 给...调味, 使增加趣味"
sour,"a. 酸的, 酸臭的, 发酵的, 愠怒的, 讨厌的, 拙劣的, 不健全的
vi. 变酸, 发酵, 厌烦, 变坏
vt. 使变酸, 使失望
n. 酸味, 酸饮料"
saucer,"n. 茶碟, 茶托
"
candy,"n. 糖果, 冰糖
vt. 用糖煮, 使结晶为砂糖
vi. 结晶为砂糖"
chewing gum,"口香糖
"
nutrient,"a. 营养的, 滋养的
n. 营养物, 滋养物"
calorie,n. 卡路里（热量单位）
lick,"n. 舔, 少许, 打
vt. 舔, 卷过, 鞭打
vi. 轻轻拍打"
suck,"vt. 吸, 吮, 吸入, 吮吸, 吸收
vi. 吸, 吸奶
n. 吸, 吸入, 吮吸"
sip,"n. 啜饮, 小口喝, 抿
vi. 啜饮
vt. 啜
"
swallow,"n. 燕子, 吞咽, 喉
vt. 咽, 淹没, 吞没, 耗尽, 轻信, 忍受, 抑制
vi. 吞下, 咽下"
interact,"vi. 互相影响, 交互作用
n. 幕间剧, 幕间休息"
capable,"a. 有能力的, 能的, 能干的"
proceed,"vi. 继续进行, 进行, 开始, 发出, 起诉
"
acceptable,"a. 可接受的, 合意的, 可忍受的"
centigrade,"a. 百分度的, 摄氏的
"
civil,"a. 市民的, 公民的, 有礼貌的
"
exclaim,"v. 大叫, 呼喊, 大声叫"
incline,"n. 倾斜, 斜坡, 斜面
vt. 使倾向于, 使倾斜
vi. 倾向, 倾斜, 爱好, 易于"
conclude,"vt. 结束, 作结论, 推断
vi. 结束, 推断"
recognise,"vt. 认识, 辩认, 认出, 承认, 认可, 清楚地认识到, 自认, 公认, 赏识, 准许某人发言"
accord,"n. 一致, 调和, 协定
vt. 给与, 使一致
vi. 相符合"
critic,"n. 批评家, 鉴定家"
accurate,"a. 正确的, 精确的
"
excursion,"n. 远足, 游览圆, 短程旅行
"
circulate,"v. (使)流通, (使)循环, (使)传播"
dictate,"vi. 听写, 口述, 口授
vt. 口述, 使听写, 命令
n. 命令, 指挥, 指令"
conduct,"n. 行为, 举动, 指导
vt. 为人, 指挥, 管理, 实施
vi. 领导, 传导, 指挥"
equality,"n. 平等, 均匀, 相等
"
manufacture,"n. 产品, 制造
vt. 制造, 假造
vi. 制造"
transfer,"n. 迁移, 移动, 传递, 转让, 转移, 过户, 汇兑, 换车
vt. 使转移, 调转, 调任, 改变, 传递, 转让
vi. 转移, 转学, 转职, 换车
"
infinite,"n. 无限, 神
a. 无穷的, 无限的, 极大的"
reform,"n. 改革, 改正, 改造
vt. 改革, 改过, 革新, 重整
vi. 革新, 改过"
generate,"vt. 产生, 发生, 导致
"
aggressive,"a. 侵略的, 挑畔的, 进取的
"
congratulate,"vt. 祝贺, 庆贺"
exhibit,"n. 显示, 显现, 展览品, 陈列品, 展览
vt. 展现, 陈列, 展览
vi. 开展览会"
reject,"n. 被拒之人, 被弃之物, 不合格品, 次品
vt. 拒绝, 抵制, 否决, 驳回, 丢弃, 呕出"
relax,"vi. 放松, 松懈, 松弛, 变从容, 休息, 休养
vt. 使松弛, 缓和, 使松懈, 使休息"
collection,"n. 收集, 采集, (一批)收藏品, 募捐
"
legal,"a. 法律的, 法定的, 合法的
"
obligation,"n. 义务, 责任, 约束, 契约, 恩惠, 债务
"
manual,"n. 手册, 指南
a. 手的, 手动的, 手工的, 体力的
"
amid,"prep. 在其间, 在其中
"
submerge,"vt. 使浸水, 使陷入, 淹没
vi. 潜入水中"
minor,"n. 未成年人, 副修科目
a. 较小的, 二流的, 未成年的
vi. 副修
"
missile,"n. 发射物, 导弹, 飞弹, 火箭
a. 可发射的"
removal,"n. 移动, 移居, 迁移, 排除, 切除
"
neglect,"n. 疏忽, 忽略, 漏做
vt. 疏忽, 忽视, 不顾"
notify,"vt. 通知, 通告, 报告
"
option,"n. 选择权, 挑选, 选项
"
partial,"a. 部分的, 偏袒的, 偏爱的
n. 分音"
compatible,"a. 能共处的, 可并立的, 适合的
"
suspend,"vt. 悬, 吊, 使悬浮, 暂停, 中止, 推迟
vi. 暂停, 中止, 悬浮, 停止偿付债务
"
emphasis,"n. 强调, 加强, 重点, 强语气"
complex,"n. 综合体, 情结, 络合物
a. 复杂的, 组合的"
portable,"a. 可携带的, 可搬运的, 可移动的
"
disposal,"n. 丢掉, 处理, 排列, 销毁, 布置
"
compress,"vt. 压缩, 压紧
vi. 受压缩小
"
primary,"n. 最主要者, 原色
a. 主要的, 初期的, 根本的, 原始的, 首要的, 基本的
"
acquire,"vt. 获得, 学到
"
regulate,"vt. 管理, 控制, 调节, 调整, 校准
"
bankrupt,"n. 破产者
a. 破产的
vt. 使破产"
inspect,"vt. 检查, 检阅, 检验
vi. 检查"
consensus,"n. 合意, 一致, 同感
"
consequence,"n. 结果, 重要性
"
preserve,"vt. 保护, 保持, 保存, 维持, 腌, 禁猎
vi. 加工食品, 禁猎
n. 加工成的食品, 禁猎地, 保护区, 防护物"
signal,"n. 信号, 暗号, 近因, 导火线
vt. 向...作信号, 标志, 用信号通知
vi. 发信号
a. 作为信号的, 显著的
"
estate,"n. 不动产, (人生的)阶段, 阶层, 财产
"
solution,"n. 解决, 解答, 溶液
"
specific,"n. 特效药, 特性
a. 特殊的, 明确的, 具有特效的, 特定地, 具体地"
inspire,"vt. 使感动, 激发, 启示, 吸入, 鼓舞, 产生, 使生灵感
vi. 吸入, 赋予灵感"
respond,"vt. 以...回答
vi. 回答, 响应, 回报, 有反应, 承担责任"
stimulate,"vt. 刺激, 激励, 鼓舞
vi. 起刺激作用"
structure,"n. 结构, 构造, 建筑物
vt. 构成, 组织"
consumer,"n. 消费者
"
contact,"n. 联系, 交际, 熟人, 接触
vi. 接触, 联系
vt. 使接触"
retain,"vt. 保持, 保有, 留住, 记得, 付定金聘请
"
extend,"v. 扩充, 延伸, 伸展, 扩大
"
attraction,"n. 吸引, 吸引人的事物, 吸引力
"
attribute,"n. 属性, 标志, 定语
vt. 把...归于, 认为...属于
"
disturb,"vt. 扰乱, 妨碍, 使不安
"
abuse,"n. 滥用, 虐待, 恶习, 辱骂
vt. 滥用, 辱骂, 虐待"
vanish,"vi. 消失, 不见, 成为零"
revenue,"n. 收入, 岁入, 税收, 税务局
"
reverse,"n. 相反, 背面, 倒退, 挫折, 失败
a. 反面的, 相反的, 反向的, 颠倒的
vt. 使颠倒, 使逆转, 使倒退, 使反向
vi. 倒退, 反向, 倒转, 反转
"
interview,"n. 面谈, 访问, 接见, 面试
vt. 接见, 对...进行面谈(试)"
advocate,"n. 提倡者, 拥护者
vt. 主张, 提倡"
volume,"n. 册, 卷, 体积, 容量, 大量, 许多, 份量, 音量
vi. 成团卷起
vt. 把...收集成卷
a. 大量的
"
aboard,"adv. 在船上, 在火车上, 在飞机上
prep. 在...之上"
abnormal,"a. 反常的, 不规则的, 变态的, 畸形的
n. 畸形的人"
anticipate,"vt. 预期, 占先, 加速, 提前使用
"
accuse,"vt. 指责, 控告, 归咎于
vi. 指责, 控告"
beneficial,"a. 有益的, 受益的
"
biology,"n. 生物学
"
catalog,"n. 目录, 大学概况手册
vt. 编目录
"
catalogue,"n. 目录, 大学情况一览
vt. 编入目录"
combat,"n. 争斗, 战斗
vi. 战斗, 争斗
vt. 与...战斗, 与...斗争"
contrast,"n. 差别, 对比, 对照物
vt. 使对比
vi. 成对照
"
depart,"vi. 离开, 出发, 背离, 违反, 去世"
discard,"vt. 丢弃, 抛弃
vi. 垫牌
n. 垫牌, 抛弃"
diameter,"n. 直径
"
export,"n. 输出品, 输出
vt. 输出, 出口
vi. 输出物资
"
enclose,"vt. 围绕, 圈起, 放入封套, 附上"
forehead,"n. 额, 前额, 前部
"
indifferent,"a. 漠不关心的, 无重要性的, 中立的
"
impose,"vt. 征(税), 把...强加于, 以...欺骗
vi. 利用, 欺骗, 施加影响"
indicate,"vt. 显示, 象征, 指示, 指出
"
interfere,"vi. 妨碍, 冲突, 干涉, 抵触
"
