a,"第一个字母 A; 一个; 第一的
art. "
find out,"na. 查出；发现；看清…的面目；识破
"
fire at,向…开火
first of all,首先
fit in, 有地方容纳; 有时间从事（某事）; 有时间接待（某人）; 相处融洽
fit in with,"适合, 适应, 与...一致"
fit on,"装上, 试穿"
fix on,"确定, 决定"
fix upon,决定
fix one's eyes upon ...,无
fix up,"na. 〈美口〉修理；解决；组织；安顿住处
"
focus on, 致力于; 使聚焦于; 对（某事或做某事）予以注意; 把…作为兴趣中心
for a moment,"一会儿,片刻"
for a while,暂时
for all this,尽管如此
for ever,"永远, 老是"
for example,例如
for fear of ...,"害怕,恐怕,生怕,唯恐,以防"
for fear that ..., 唯恐，害怕; 生恐; 惟恐; 生怕
for free,免费地
for fun,开玩笑地
for joy,"由于高兴, 因为感到高兴"
for nothing,"免费, 徒然
"
for one thing ... for another,无
for pleasure,为了取乐
for sale,"待售
"
for sb.'s benefit,无
for short,"简称, 缩写"
for sure,确实
for the better,"转好,变好,改善"
for the first time,第一次
for the moment,"暂时, 目前"
for the purpose of, 为了，因…起见; 借以
for the time being,暂时
for want of,"因缺乏…,由于…不足"
for lack of,因缺乏
through lack of,因缺乏…;因无…
frankly speaking,坦白地说
free from,"na. 无…的
"
free from care, 无私无虑
free of charge,"免费
"
from beginning to end,自始至终
from now on,从现在开始
from then on,从那时起
from time to time,有时
from the bottom of one's heart,从心底
gather up,"收集起, 蜷曲, 概括"
generally speaking,一般而言
get across,"na. 使了解；使通过；使人了解；与(人)冲突
"
get along with,"进展, 走开"
get around,"病后能够走动, (非正式)旅行, 传开来"
get away,"离开, 逃脱, 起跑, 出发"
get away from,"离开,摆脱,脱离"
get away with,na. 拿走；避开责备[惩罚]；〈俚〉卷(款)潜逃；吃掉，喝掉
get back,"na. 取回；回来；送回；〈俚〉报复
"
get down,"na. 开始认真对待；落下；下车；写下
"
get down to sth.,开始认真考虑
get down to business,"开始做正经事,言归正传"
get hold of,"抓住, 得到"
get in,"na. 进入；收(庄稼)；收集(税收,捐款等)；插入
"
get in touch with ...,与...联系
get into touch with ...,与...联系
get in a word,"插嘴,插话"
get into trouble,"na. 遇到麻烦；卷入纠纷；受责备；未结婚而怀孕
"
get married to sb.,[网络] 与某人结婚；和……结婚；与…结婚
get off,"na. 下车；脱下(衣服等)；脱(衣)；下(马)
"
get on,"na. 上马；安上；过日子；相投 (with together)
"
get on with sb., 继续（干某事）; 和…友好相处
get out of,"na. 逐渐放弃(恶习)；避免；由…出来；拔出
"
get over,"爬过, 克服, 熬过, 恢复, 原谅"
get rid of,"摆脱, 除去"
get through,"做完, 通过, 度过"
get together,"聚集, 收集, 积累"
get up,"na. 起床；起身；站起来；叫…起床
"
give away,"na. 赠送；分发；放弃；露马脚
"
give back,"na. 归还；返回；往后站；凹陷
"
give in,"na. 让步；屈服；投降；上交
"
give off,"na. 发散(水蒸气等)
"
give out,"分发, 发出, 发表, 用尽, 精疲力竭"
give regards to sb.,无
give up,"na. 放弃；断绝；投降；自首
"
give way,"撤退, 让路, 退让, 屈服, 倒塌, 跌价, 垮掉
"
give way to,"断裂, 倒塌, 垮了; 让某人在先, 让出, 放弃; 听任自己流露; 让步, 妥协; 被代替"
glance over ...,浏览
glance through ...,浏览
go against,"反对, 违反, 不利于"
go ahead,前进
go away,走开
go bad, 变质; 坏
go by,"走过, 依照, 顺便走访"
go from bad to worse,每况愈下
go down,"下去, 下沉, 坠落, 被接受, 咽下, 平静下来, 下降, 传下去"
go mad,"生气,发火;发疯,发狂"
go off,"离开, 去世, 消失, 爆炸, 被发射, 变质, 进行, 睡去, 卖掉"
go on,"继续下去, 过去, 发生, 进行, 接近, (演员)上, (运动员)上场, 依靠, 依据, 责骂
"
go on a journey,去旅行
go on with,暂时使用
go out,"出去, 熄灭, 过时, 辞职, 倒塌, 罢工"
go over,"转变, 仔细检查, 润色, 复习"
go round,"na. 绕着走；迂回着走；运行；(食物等)人人分到
"
go through,"经历, 经受, 仔细检查, 搜查, 参加, 履行, 被通过, 用完"
go to college, 上大学
go to extremes,走极端
go to prison,"入狱, 被监禁"
go to sleep,"入睡, 睡着"
go up,"上升, 兴建"
go wrong,"走错路, 出毛病, 失败"
grow into,"长成,发展成为"
grow up,"成熟, 成年, 发展, 逐渐形成"
guess at,猜想
hand down,"na. 宣布(判决等)；传下来
"
hand in hand,"手拉手, 联合"
hand on,"把...传下去, 传递下去, 发放"
hand over,交出；移交
hang on,"v. 坚守；守住；坚持；支撑着
"
hang up,"v. 挂断电话；挂机；悬挂；耽搁
"
happen to do sth., 碰巧做某事
have a temperature,发烧
run a temperature,发烧
have a fever, 发烧
have a gift for,对...有天赋
have a good opinion of, 看得起
have a bad opinion of,无
have a joke with sb.,与(某人)一起说笑话; 开(某人的)玩笑
have a look, 看一看
have an effect on,(对…)有影响〔产生效果〕
have difficulty in doing sth.,无
have faith in,"na. 相信
"
have mercy on sb.,对...表示怜悯
have no choice but to do ...,除(做)…外别无他法，非(做)…不可
have no concern with,同…无关
have no patience with,不能容忍
have nothing to do with,与...无关
have sth. in mind,"na. 记住；铭记不忘；注意
"
have to," 不得不, 只好; 只得; 必须; 不得已"
have got to,"必须, 不得不"
have trouble with,"与...有纠纷, 有...的病痛"
have words with,和某人吵架
have access to,可以获得;进入
gain access to,可以获得;进入
head for ...,"出发, 动身, 前往"
hear from sb.,"接到...的信, 受...批评"
hear of,"na. 听说；获悉；收到…的消息；知道
"
heart and soul,全心全意地
help oneself,自用
help oneself to,自用
help sb. do sth.,[网络] 帮助做某事；帮助干某事；帮忙做
help sb. to do sth.,[网络] 帮助做某事；帮忙做某事；有助于做某事
help sb. with sth.,"v. 帮助
"
hire out, 出租; 受雇; 贳
hold back,"na. 阻止；踌躇；隐瞒；抑制
"
hold by,坚持
hold down,"na. 压制；牵制；阻止；压低(物价等)
"
hold on,"继续, 不挂断, 停止"
hold one's breath,屏息
hold one's own,坚持住
hold out,"na. 伸出；提出；维持；制止
"
hold up,"举起, 支撑, 继续下去, 阻挡, 拦截
"
hunt for,搜寻
hurry up,"赶快, 匆匆完成"
if necessary,如果必要的话
if only,只要
impress sb. with ...,"v. 深深打动
"
impress sth. on sb.,"v. 给…深刻印象；盖印于
"
impress sth. upon sb.,"使牢记, 给...留下印象"
improve on,改进
improve upon,vt. 改进
in uniform,"穿制服,穿军装,当兵"
out of uniform,"穿便服,不当兵"
in a flash,"一刹那间, 瞬间, 即刻"
in a hurry,匆忙
in a mess,"肮脏,混乱,紊乱,一塌煳涂,一团糟"
in a second,"一会儿,很快,马上"
in a sense,在某种意义上
in a short while, 不久; 指顾之间
in a way,"在某种程度上, 稍稍"
in a word,总之
in action,"在活动, 在运转"
in addition to,"另外, 加之, 除…之外还"
in addition,另外
in advance,"预先
"
in agreement with,"同意,与…一致"
in all,"总共
"
in answer to,"回答, 响应"
in any case,无论如何
in brief,"简言之, 以简洁的形式"
in case of,"假设, 万一"
in celebration of,为庆祝...
in chaos, 混乱; 纷乱
in charge of,"负责..., 管理..., 主管..., 掌管..., 看管..., 在...掌管/看管之下"
in comfort,[网络] 舒缓心灵；舒适；舒适地
in common,共有
in company with sb.,(和…)一起
in competition with sb.,[网络] 与…竞争；在与…竞争之中；与……比赛
in conclusion,最后
in conflict with,和...冲突
in connection with,"与…有联系,与…有关,关于"
in consideration of,"考虑到
"
in contact with,与...在接触中
in control,"控制, 管理, 负责"
in control of,控制住
in couples,成对地
in danger,在危险中
in debt,"un. 背上了债；负债；欠款
"
in detail,详细地
in difficulties,"[经] 有困难, (经济)拮据"
in doubt,"感到怀疑的, 有怀疑的, 不敢肯定的, 拿不准的, 被怀疑的"
in effect,"有效
"
in error,错误地
in exchange for,交换
in existence,"存在, 现有"
in explanation of,"对…进行解释, 为…辩解"
in fact,"事实上
"
in reality,"实际上, 事实上"
in favour of,"[经] 同意, 支持, 有利于..."
in flight, 飞行
in future,[法] 将来
in general,大多数
in good spirits," 精神好, 高兴, 兴致好"
in high spirits,"情绪高涨, 兴高采烈"
in low spirits,"情绪低落, 意气消沉"
in good taste,"得体, 大方"
in half,"分成两半,平分"
in hand,"na. 现有；(工作)正在进行；控制住
"
in harmony with,"与...协调, 与...一致"
in heaven,已死
in honor of,"为向…表示敬意,为庆祝…为纪念…"
in hopes of ...,"怀着...的希望, 希望能..."
in the hope of ...,怀着希望
in line,"un. 把话说死；排队；循规蹈矩；一列的
"
in memory of ...,纪念...
in no sense,决不
in no time,立刻
in no way,决不
in number,"总共, 在数字上"
in office, 执政
in one's opinion,"na. 据某人意见
"
in one's view, 依某人看来
in one's power,"在…能力以内,就…能力所及"
in order,"整齐, 状况良好, 适宜"
in other words,换句话说
in pairs,"成双地, 成对地"
in part,部分地
in particular,特别
in peace,"平静地,安静地,和睦地"
in person,"亲自, 外貌上
"
in place,"na. 得其所；适当的
"
in place of,"代替
"
in plenty,"大量的,充足的,许多"
in possession of,"获得,弄到,佔有,佔领…"
in power,"na. 执政的
"
in practice,"在实践中, 实际上, 熟练"
in praise of,为赞扬
in preparation for,为...准备
in principle,"原则上, 大体上"
in print,"已出版, 在销售中"
in private,"私下, 秘密地"
in progress,"在进行,在执行,在发生"
in public,当众
in reply to,作为答复
in response to sth.,"回答..., 响应..., 对...有反应
"
in return for,作为…的回报
in reward,作为报酬
in rough,"大体上,大致上;大概,约莫"
in search of,寻找
in secret,秘密地
in service,在使用
in session,"在开会, 在开庭, 在上课
"
in shape,"在外形上, 处于良好状态"
in short,"简而言之
"
in sight,被看到
in silence,沉默着
in some ways,在某些方面
in sorrow,无
in spite of,不管
in step,步调一致
in store,"贮藏着, 保存着, 准备着, 将要发生
"
in style," 别具风格地, 时髦地, 很成功地"
in summary,总之
in surprise,惊异地
in sympathy with,"赞同..., 与...一致"
in terms of,"用...的话, 根据, 按照, 在...方面
"
in the area of,在…方面
in the air,"在空中, 悬而未决, 在流传中, 不设防
"
in the back of,"支持,主使"
in the case of,在...的情况
in the charge of sth.,"由…保管,在…的率领下"
in the dark,"在黑暗中, 秘密地, 不知道
"
in the day, 在白天
in the depth of,在…的深处；在极端…中
in the distance,在远处
in the end,"最后, 终于"
in the eye of ...,"在…心目中,在…看来"
in the event of,"如果...发生
"
in the event that,如果;在…情况下
in the form of,以…形式
in the future,"未来, 将来, 往后"
in the heavens,无
in the history of,无
in the least,丝毫
in the long term,长远地
in the short term,短期内
in the long run,"长远, 最后"
in the short run,从短期看
in the name of,"以...的名义
"
in the possession of,被…获得
in the same boat,处境相同
in the way,挡道
in the world,在世界上
in this case,既然这样
in that case, 如果是那样的话
in theory, 理论上
in time,"na. 经过一段时间以后；早晚；在恰好的时候；和…合拍
"
in total,"总共, 总计
"
in trouble,"处于不幸中, 在监禁中"
in turn,"na. 挨次
"
in use,"在使用着, 在应用"
in vain,"徒然
"
in view of,"考虑到, 由于
"
in work,"有工作, 在完成之中"
in harmony, 谐; 合拍; 和和睦睦
out of harmony,(不)协调一致；(不)和睦融洽
in relays,轮班
by relays,无
insist on,"坚持, 坚决要求"
instead of,代替
intended for sb.,[网络] 打算给，打算用作；发交；有意当作
intended for sth.,[网络] 打算给，打算用作；发交；有意当作
introduce ... into,引进
introduce ... to,[网络] 介绍；介绍给；向……介绍
It occurs to sb. that ...,无
It's time to ..., 是 … 的时候了
It's time to do ...,无
It's up to you.,[网络] 由你决定；一切由你决定；取决于你
join in,"参加, 加入"
join up,"参军, 联合起来"
judge ... by ...,根据〔由〕…作出判断
judging from,根据…来判断
keep a promise,"遵守诺言, 履行诺言
"
keep an eye on ...,"照看, 密切注视"
keep away from,(使)远离，(使)不接近；(使)不在
keep back,"na. 隐瞒；阻止；阻止向前；忍住
"
keep body and soul together,仅能维持生活
keep company with ...,与...结交
keep from,"na. 避开；禁止；抑制；隐瞒
"
keep house,当家
keep in touch with,与...保持联络
keep off,"让开, 不接近"
keep on,na. 继续；穿
keep one's eyes on,"注视,监视"
keep one's word,守信
keep out,使在外
keep pace with,"并驾齐驱, 齐头并进"
keep sb. company,[网络] 陪伴；作伴；交往
keep to,"v. 坚持；固守
"
keep track of,了解
keep up,"na. 支持；保持；继续；停歇
"
keep up with,"跟上
"
keep watch,"守望, 值班, 放哨"
keep a watch,"守望, 值班, 放哨"
kick one's bad habit,无
kill time,消磨时间
knock at,"敲,击,叩"
knock into sb.,撞上
knock sb. down,"na. 打倒；拆除；拆卸；(拍卖时)敲槌卖出
"
later on,稍后
laugh at,"嘲笑, 漠视, 因...发笑"
lay aside,"na. 保存；放在一边；丢弃；留着
"
lay down,"v. 躺下；不反抗；屈服；顺从
"
lay down one's life for,[网络] 为……献出生命
lay off,"na. 辞退；停止；暂停
"
lead to,"导致, 通向"
lead a ... life,"过活,过日子"
leave a message to sb.,无
leave office, 辞职
leave out,"na. 遗漏；忽略；〈口〉(告诉某人)停下来
"
leave school,"退学, 离校, 放学回家"
leave ... alone, 置于不顾
lend a hand,"na. 帮忙；参加；帮助
"
lend an ear to,"倾听,听;注意 [亦作lend one's ears to]"
let alone,"na. 任随；更不用说；放任；莫说…(连)
"
let in,"na. 放入；嵌入；陷入…；〈俚〉欺骗
"
let out,[网络] 阿尔都塞思想的全部整体
let sb. alone,"na. 任随；更不用说；放任；莫说…(连)
"
let sb. down,"na. 使失望；放下；丢面子
"
lie down,躺下
lift up,举起
like mad,疯狂地
like crazy,"发狂似地, 发疯似的, 拼命地"
listen to,听
little by little,渐渐
live on,"继续生活, 以...为主食, 靠...生活"
live through,"度过, 经受过"
live up to sth.,"实践, 做到"
lock up,"na. 上锁；监禁；收藏(文件等)；固定(资本)
"
long before,在...以前很久
long for sth.,渴望
look around, 四下观望; （作出选择前）进行调查; 骋目四顾; 四顾
look after,"目送, 照顾, 关心"
look down upon, 蔑视，瞧不起; 鄙夷; 看轻; 掩鼻而过
look for,"寻找, 期待"
look forward to doing sth.,无
look into,"窥视, 浏览, 观察
"
look on ... as,[网络] 把……看作；把看做；把当作看待
look out,"na. 挑选；注意；看外头；展望 (on；over)
"
look over,"na. 浏览；检查；察看
"
look through,"看穿, 审核, 浏览, 透过...看去, 从...中显露"
look up,"v. 查找；查阅；探望；看望
"
look up to sb.," 抬头看（某人或某物）, 尊重[敬仰]（某人）; 企慕; 瞧得起; 仰慕"
lose faith in,不再信任
lose heart,丧失勇气
lose one's voice,说不出话来，嗓子哑了
lose sight of,"不再看见, 忽略, 忘记"
lose one's way,迷路
lose touch with,和…失去联系
lose track of,失去线索
lose weight,体重减轻
make sense,有意义
make no sense,毫无意义
make a breakthrough,"使出现突破,取得突破"
make a choice,"挑选,选择"
make a conclusion,无
make a difference,"有区别,有很大关系"
make a face,做鬼脸
make faces, 扮鬼脸; 做鬼脸; 挤眉弄眼
make a fortune,"发财,致富"
make a joke about sb.,以 ... 为笑柄； 开 ... 的玩笑
make a joke about sth.,以 ... 为笑柄； 开 ... 的玩笑
make a joke,说笑话
make a living,"谋生, 挣钱度日, 维持生活"
make a mess,"制造混乱;拉屎,解大便"
make a note of,"记录,把…记录下来"
make a promise,允许
make an apology to sb.,无
make an effort,作出努力
make an impression on sb., 给…留下印象
make ends meet,"量入为出,使收支相抵"
